region,year,beet_harvesters_count,corn_harvesters_count,flax_harvesters_count,forage_harvesters_count,grain_harvesters_count,potato_harvesters_count,tractors_count,tech_municipality_count,tech_records_count,agricultural_machinery_total_count
Республика Саха (Якутия),2015,,,,3.0,50.0,,706.0,13,19,759.0
Республика Саха (Якутия),2016,,,,19.0,56.0,12.0,727.0,23,49,814.0
Республика Саха (Якутия),2017,,,,5.0,37.0,,499.0,11,15,541.0
Республика Саха (Якутия),2018,,,,,23.0,,361.0,11,14,384.0
Республика Саха (Якутия),2019,,,,9.0,12.0,,367.0,11,14,388.0
Республика Саха (Якутия),2020,,,,29.0,30.0,7.0,430.0,26,48,496.0
Республика Саха (Якутия),2021,,,,10.0,14.0,,343.0,12,16,367.0
Республика Саха (Якутия),2022,,,,9.0,9.0,3.0,359.0,10,15,380.0
Республика Саха (Якутия),2023,,,,3.0,12.0,,391.0,12,15,406.0
Республика Саха (Якутия),2024,,,,4.0,14.0,,301.0,8,11,319.0
Республика Северная Осетия — Алания,2008,4.0,76.0,,78.0,202.0,6.0,992.0,9,38,1358.0
Республика Северная Осетия — Алания,2009,1.0,26.0,,35.0,96.0,3.0,415.0,9,35,576.0
Республика Северная Осетия — Алания,2010,,17.0,,26.0,80.0,2.0,383.0,8,30,508.0
Республика Северная Осетия — Алания,2011,,9.0,,26.0,73.0,1.0,305.0,7,22,414.0
Республика Северная Осетия — Алания,2012,,12.0,,19.0,81.0,1.0,269.0,8,22,382.0
Республика Северная Осетия — Алания,2013,,8.0,,17.0,53.0,2.0,250.0,9,28,330.0
Республика Северная Осетия — Алания,2014,,8.0,,12.0,51.0,2.0,245.0,9,26,318.0
Республика Северная Осетия — Алания,2015,,9.0,,13.0,44.0,2.0,250.0,9,27,318.0
Республика Северная Осетия — Алания,2016,,6.0,,4.0,28.0,2.0,264.0,9,24,304.0
Республика Северная Осетия — Алания,2017,,3.0,,6.0,57.0,4.0,331.0,9,24,401.0
Республика Северная Осетия — Алания,2018,,7.0,,5.0,52.0,4.0,317.0,9,26,385.0
Республика Северная Осетия — Алания,2019,,5.0,,3.0,63.0,4.0,319.0,9,24,394.0
Республика Северная Осетия — Алания,2020,,,,,43.0,,268.0,7,10,311.0
Республика Северная Осетия — Алания,2021,,,,3.0,68.0,5.0,321.0,9,21,397.0
Республика Северная Осетия — Алания,2022,,,,,9.0,,277.0,5,7,286.0
Республика Северная Осетия — Алания,2023,,,,,9.0,,402.0,6,8,411.0
Республика Татарстан,2008,195.0,79.0,6.0,1096.0,3416.0,87.0,13944.0,43,189,18823.0
Республика Татарстан,2009,156.0,67.0,6.0,972.0,3211.0,84.0,13034.0,43,188,17530.0
Республика Татарстан,2010,140.0,82.0,5.0,903.0,2958.0,100.0,12278.0,43,195,16466.0
Республика Татарстан,2011,145.0,75.0,2.0,894.0,2890.0,93.0,11666.0,43,186,15765.0
Республика Татарстан,2012,123.0,73.0,,839.0,2801.0,92.0,11250.0,43,181,15178.0
Республика Татарстан,2014,106.0,73.0,2.0,767.0,2539.0,90.0,10556.0,43,181,14133.0
Республика Татарстан,2015,99.0,123.0,3.0,732.0,2571.0,85.0,10463.0,43,179,14076.0
Республика Татарстан,2016,108.0,127.0,3.0,729.0,2507.0,84.0,10374.0,44,182,13932.0
Республика Татарстан,2017,82.0,15.0,,637.0,2386.0,60.0,9718.0,43,135,12898.0
Республика Татарстан,2018,62.0,,,600.0,2331.0,51.0,9215.0,42,132,12259.0
Республика Татарстан,2019,52.0,4.0,,563.0,2143.0,41.0,8677.0,42,130,11480.0
Республика Татарстан,2020,48.0,,,593.0,2030.0,37.0,8749.0,42,131,11457.0
Республика Татарстан,2021,71.0,,,593.0,2102.0,24.0,8453.0,43,131,11243.0
Республика Татарстан,2022,67.0,,,547.0,1994.0,30.0,8309.0,42,128,10947.0
Республика Татарстан,2023,56.0,0.0,0.0,531.0,1955.0,32.0,8019.0,42,137,10593.0
Республика Татарстан,2024,58.0,,,534.0,1881.0,32.0,4934.0,40,103,7439.0
Республика Тыва,2008,1.0,,,5.0,100.0,3.0,364.0,15,32,473.0
Республика Тыва,2009,1.0,,,5.0,81.0,2.0,308.0,14,29,397.0
Республика Тыва,2010,1.0,,,5.0,77.0,3.0,292.0,14,29,378.0
Республика Тыва,2011,,,,4.0,65.0,5.0,241.0,14,30,315.0
Республика Тыва,2012,,,,3.0,52.0,5.0,210.0,13,29,270.0
Республика Тыва,2013,,,,5.0,40.0,4.0,160.0,13,29,209.0
Республика Тыва,2015,,,,3.0,31.0,1.0,151.0,13,25,186.0
Республика Тыва,2016,,,,,4.0,,33.0,3,4,37.0
Республика Тыва,2017,,,,,8.0,,47.0,5,7,55.0
Республика Тыва,2018,,,,,7.0,,84.0,6,8,91.0
Республика Тыва,2019,,,,,6.0,4.0,88.0,5,7,98.0
Республика Тыва,2020,,,,4.0,20.0,6.0,152.0,15,32,182.0
Республика Тыва,2021,,,,4.0,21.0,7.0,130.0,16,30,162.0
Республика Тыва,2022,,,,,4.0,3.0,46.0,4,6,53.0
Республика Тыва,2023,,,,,4.0,,41.0,4,5,45.0
Республика Тыва,2024,,,,,4.0,,32.0,3,4,36.0
Республика Хакасия,2008,,14.0,,75.0,287.0,3.0,970.0,10,33,1349.0
Республика Хакасия,2009,,9.0,,69.0,256.0,2.0,895.0,10,32,1231.0
Республика Хакасия,2010,,10.0,,73.0,226.0,1.0,891.0,10,31,1201.0
Республика Хакасия,2011,1.0,9.0,,66.0,205.0,1.0,769.0,10,32,1051.0
Республика Хакасия,2012,,10.0,,63.0,164.0,,594.0,10,30,831.0
Республика Хакасия,2013,,8.0,,61.0,169.0,,594.0,9,29,832.0
Республика Хакасия,2014,,,,26.0,77.0,,227.0,3,7,330.0
Республика Хакасия,2015,,,,21.0,87.0,,330.0,5,10,438.0
Республика Хакасия,2016,,6.0,,26.0,84.0,,253.0,7,21,369.0
Республика Хакасия,2017,,,,20.0,82.0,,219.0,4,9,321.0
Республика Хакасия,2018,,,,21.0,82.0,,259.0,5,10,362.0
Республика Хакасия,2019,,,,24.0,82.0,,240.0,4,9,346.0
Республика Хакасия,2020,,,,30.0,84.0,,239.0,5,13,353.0
Республика Хакасия,2021,,1.0,,30.0,100.0,1.0,299.0,11,26,431.0
Республика Хакасия,2022,,,,21.0,98.0,,256.0,5,10,375.0
Республика Хакасия,2023,,,,21.0,106.0,,268.0,5,10,395.0
Республика Хакасия,2024,,,,19.0,94.0,,,3,5,113.0
Ростовская область,2008,47.0,187.0,,563.0,5747.0,11.0,17130.0,55,223,23685.0
Ростовская область,2009,55.0,201.0,,529.0,5674.0,32.0,16577.0,48,198,23068.0
Ростовская область,2010,60.0,178.0,,489.0,5652.0,31.0,16110.0,49,200,22520.0
Ростовская область,2011,60.0,159.0,,443.0,5333.0,34.0,15389.0,46,190,21418.0
Ростовская область,2012,60.0,136.0,,402.0,5326.0,40.0,14743.0,48,194,20707.0
Ростовская область,2013,46.0,79.0,,329.0,4785.0,21.0,13959.0,45,134,19219.0
Ростовская область,2014,48.0,65.0,,293.0,4778.0,24.0,12895.0,44,127,18103.0
Ростовская область,2015,48.0,40.0,,239.0,4638.0,27.0,12352.0,44,120,17344.0
Ростовская область,2016,65.0,87.0,1.0,251.0,4531.0,63.0,12027.0,51,188,17025.0
Ростовская область,2017,33.0,31.0,,193.0,4587.0,30.0,11593.0,44,113,16467.0
Ростовская область,2018,33.0,26.0,,173.0,4558.0,32.0,11372.0,44,111,16194.0
Ростовская область,2019,30.0,13.0,,144.0,3957.0,33.0,10100.0,41,102,14277.0
Ростовская область,2020,29.0,5.0,,140.0,4145.0,34.0,10331.0,42,103,14684.0
Ростовская область,2021,22.0,5.0,,162.0,3982.0,31.0,9800.0,41,97,14002.0
Ростовская область,2022,28.0,5.0,,119.0,4265.0,34.0,10538.0,42,97,14989.0
Ростовская область,2023,32.0,12.0,,119.0,4458.0,35.0,11367.0,44,104,16023.0
Ростовская область,2024,33.0,3.0,,89.0,4519.0,34.0,10464.0,42,93,15142.0
Рязанская область,2009,57.0,8.0,,362.0,1197.0,49.0,4312.0,26,102,5985.0
Рязанская область,2010,51.0,2.0,,334.0,1111.0,37.0,3960.0,26,99,5495.0
Рязанская область,2011,45.0,1.0,,294.0,1055.0,47.0,3691.0,26,99,5133.0
Рязанская область,2012,42.0,4.0,,299.0,1041.0,43.0,3659.0,26,103,5088.0
Рязанская область,2013,40.0,13.0,,266.0,1031.0,42.0,3502.0,25,101,4894.0
Рязанская область,2014,35.0,4.0,,258.0,1042.0,40.0,3333.0,25,96,4712.0
Рязанская область,2015,35.0,4.0,,237.0,957.0,40.0,3159.0,25,94,4432.0
Рязанская область,2016,35.0,4.0,,211.0,945.0,39.0,3080.0,25,95,4314.0
Рязанская область,2017,20.0,,,184.0,848.0,15.0,2832.0,20,56,3899.0
Рязанская область,2018,13.0,,,170.0,887.0,13.0,2686.0,19,54,3769.0
Рязанская область,2019,10.0,,,154.0,926.0,14.0,2687.0,19,54,3791.0
Рязанская область,2020,15.0,,,162.0,953.0,14.0,2805.0,20,56,3949.0
Рязанская область,2021,18.0,8.0,,195.0,1006.0,37.0,3014.0,27,100,4278.0
Рязанская область,2022,14.0,,,138.0,917.0,13.0,2721.0,19,54,3803.0
Рязанская область,2023,13.0,,,136.0,979.0,13.0,2960.0,20,55,4101.0
Самарская область,2008,22.0,1.0,,291.0,1915.0,64.0,6003.0,30,103,8296.0
Самарская область,2009,46.0,,,509.0,3505.0,142.0,10739.0,28,96,14941.0
Самарская область,2010,3.0,2.0,,246.0,1625.0,76.0,5175.0,27,95,7127.0
Самарская область,2011,3.0,4.0,,236.0,1579.0,79.0,4887.0,28,98,6788.0
Самарская область,2012,3.0,4.0,,201.0,1538.0,72.0,4701.0,28,94,6519.0
Самарская область,2013,3.0,8.0,,184.0,1440.0,61.0,4606.0,27,92,6302.0
Самарская область,2014,,,,149.0,1405.0,52.0,4444.0,26,67,6050.0
Самарская область,2015,3.0,99.0,,170.0,1363.0,67.0,4268.0,28,102,5970.0
Самарская область,2016,,,,133.0,1379.0,47.0,4185.0,25,64,5744.0
Самарская область,2017,,,,135.0,1273.0,32.0,3820.0,23,62,5260.0
Самарская область,2018,,,,119.0,1189.0,31.0,3731.0,25,64,5070.0
Самарская область,2019,,,,118.0,1187.0,33.0,3811.0,24,61,5149.0
Самарская область,2020,,,,94.0,1149.0,32.0,3640.0,23,57,4915.0
Самарская область,2021,2.0,6.0,,128.0,1263.0,36.0,3950.0,33,96,5385.0
Самарская область,2022,,,,95.0,1129.0,36.0,3826.0,25,56,5086.0
Самарская область,2023,,,,91.0,1194.0,39.0,3277.0,26,53,4601.0
Самарская область,2024,,7.0,,90.0,1314.0,38.0,3918.0,26,62,5367.0
Саратовская область,2008,22.0,5.0,,262.0,2529.0,5.0,7581.0,38,117,10404.0
Саратовская область,2009,16.0,12.0,,233.0,2346.0,5.0,7131.0,38,121,9743.0
Саратовская область,2010,18.0,11.0,,219.0,2236.0,5.0,6745.0,38,120,9234.0
Саратовская область,2011,15.0,10.0,,197.0,2068.0,5.0,6510.0,38,118,8805.0
Саратовская область,2012,15.0,9.0,,184.0,2094.0,5.0,6493.0,38,119,8800.0
Саратовская область,2013,12.0,,,116.0,1989.0,,6140.0,36,85,8257.0
Саратовская область,2014,12.0,,,107.0,1846.0,,5869.0,34,83,7834.0
Саратовская область,2015,13.0,5.0,,151.0,1836.0,5.0,5855.0,38,114,7865.0
Саратовская область,2016,3.0,,,65.0,1794.0,,5432.0,33,76,7294.0
Саратовская область,2017,3.0,,,73.0,1789.0,,5665.0,32,70,7530.0
Саратовская область,2018,3.0,,,70.0,1838.0,6.0,5768.0,33,72,7685.0
Саратовская область,2019,3.0,,,40.0,1881.0,6.0,5681.0,32,69,7611.0
Саратовская область,2020,,,,40.0,1758.0,6.0,5303.0,31,64,7107.0
Саратовская область,2021,15.0,11.0,,100.0,1930.0,10.0,5585.0,40,112,7651.0
Саратовская область,2022,,,,42.0,1863.0,,4922.0,32,61,6827.0
Саратовская область,2023,,,,42.0,1963.0,7.0,4666.0,31,61,6678.0
Саратовская область,2024,4.0,,,42.0,2049.0,7.0,4935.0,31,63,7037.0
Сахалинская область,2008,4.0,,,43.0,1.0,15.0,369.0,10,29,432.0
Сахалинская область,2009,2.0,,,36.0,1.0,15.0,286.0,9,26,340.0
Сахалинская область,2010,2.0,,,36.0,,19.0,261.0,7,22,318.0
Сахалинская область,2011,2.0,,1.0,33.0,2.0,18.0,258.0,8,26,314.0
Сахалинская область,2012,1.0,,1.0,30.0,1.0,18.0,247.0,8,24,298.0
Сахалинская область,2013,1.0,,1.0,33.0,1.0,20.0,245.0,8,22,301.0
Сахалинская область,2014,1.0,,2.0,39.0,1.0,24.0,230.0,7,22,297.0
Сахалинская область,2015,,,2.0,32.0,,23.0,215.0,8,21,272.0
Сахалинская область,2016,,,2.0,31.0,,23.0,225.0,6,19,281.0
Сахалинская область,2017,,,,16.0,,21.0,132.0,1,3,169.0
Сахалинская область,2018,,,,,,,185.0,2,2,185.0
Сахалинская область,2019,,,,,,,152.0,2,2,152.0
Сахалинская область,2020,,,,,,4.0,162.0,3,4,166.0
Сахалинская область,2021,,,,31.0,3.0,28.0,239.0,7,20,301.0
Сахалинская область,2022,,,,,,,149.0,2,2,149.0
Сахалинская область,2023,,,,,,,145.0,2,2,145.0
Сахалинская область,2024,,,,,,,155.0,2,2,155.0
Свердловская область,2009,0.0,0.0,0.0,476.0,959.0,55.0,5445.0,62,185,6935.0
Свердловская область,2010,0.0,0.0,0.0,406.0,860.0,53.0,4938.0,42,144,6257.0
Свердловская область,2011,,,,380.0,810.0,69.0,4697.0,33,103,5956.0
Свердловская область,2012,,,,358.0,758.0,64.0,4426.0,29,93,5606.0
Свердловская область,2013,,,,324.0,695.0,46.0,4024.0,27,75,5089.0
Свердловская область,2014,,,,304.0,650.0,33.0,3787.0,27,74,4774.0
Свердловская область,2015,,,,268.0,520.0,33.0,3400.0,24,63,4221.0
Свердловская область,2016,,,,288.0,561.0,33.0,3261.0,21,62,4143.0
Свердловская область,2017,,,,262.0,549.0,46.0,3332.0,22,64,4189.0
Свердловская область,2018,,,,258.0,518.0,51.0,3148.0,22,62,3975.0
Свердловская область,2019,,,,259.0,531.0,37.0,3206.0,24,63,4033.0
Свердловская область,2020,,,,234.0,466.0,27.0,2918.0,21,56,3645.0
Свердловская область,2021,,,,228.0,448.0,24.0,2777.0,20,54,3477.0
Свердловская область,2022,,,,242.0,465.0,23.0,3152.0,22,58,3882.0
Свердловская область,2023,,,,216.0,453.0,18.0,3062.0,21,55,3749.0
Свердловская область,2024,,,,218.0,469.0,24.0,3082.0,20,55,3793.0
Смоленская область,2008,2.0,,79.0,211.0,520.0,39.0,3249.0,26,109,4100.0
Смоленская область,2009,,,38.0,206.0,440.0,20.0,2927.0,23,78,3631.0
Смоленская область,2010,,,33.0,195.0,416.0,24.0,2849.0,25,83,3517.0
Смоленская область,2011,,,20.0,179.0,369.0,10.0,2684.0,25,70,3262.0
Смоленская область,2012,0.0,,19.0,172.0,339.0,13.0,2373.0,25,93,2916.0
Смоленская область,2013,,,11.0,161.0,300.0,19.0,2089.0,22,65,2580.0
Смоленская область,2014,,,10.0,136.0,292.0,11.0,1932.0,21,59,2381.0
Смоленская область,2015,,,8.0,119.0,249.0,6.0,1631.0,19,50,2013.0
Смоленская область,2016,,,5.0,99.0,232.0,,1400.0,17,43,1736.0
Смоленская область,2017,,,5.0,92.0,215.0,,1275.0,14,36,1587.0
Смоленская область,2018,,,,81.0,204.0,,1199.0,15,34,1484.0
Смоленская область,2019,,,,67.0,176.0,,1096.0,14,29,1339.0
Смоленская область,2020,2.0,3.0,8.0,99.0,265.0,10.0,1282.0,25,77,1669.0
Смоленская область,2021,2.0,1.0,6.0,92.0,280.0,12.0,1251.0,23,75,1644.0
Смоленская область,2022,,,,65.0,252.0,,1011.0,12,28,1328.0
Смоленская область,2023,,,,62.0,260.0,,1042.0,13,29,1364.0
Смоленская область,2024,,,,59.0,259.0,,834.0,11,24,1152.0
Ставропольский край,2008,130.0,150.0,,628.0,4251.0,23.0,13054.0,30,133,18236.0
Ставропольский край,2009,246.0,248.0,0.0,1199.0,8418.0,44.0,25025.0,62,278,35180.0
Ставропольский край,2010,103.0,101.0,0.0,487.0,3936.0,18.0,11351.0,26,116,15996.0
Ставропольский край,2011,114.0,93.0,,456.0,4036.0,21.0,11542.0,26,115,16262.0
Ставропольский край,2012,96.0,72.0,1.0,379.0,3786.0,17.0,10612.0,26,112,14963.0
Ставропольский край,2013,82.0,61.0,1.0,355.0,3799.0,18.0,10407.0,27,114,14723.0
Ставропольский край,2014,92.0,68.0,,354.0,3976.0,19.0,10825.0,27,114,15334.0
Ставропольский край,2015,92.0,60.0,,298.0,3951.0,13.0,10404.0,26,94,14818.0
Ставропольский край,2016,103.0,49.0,2.0,295.0,3995.0,30.0,10337.0,26,108,14811.0
Ставропольский край,2017,84.0,34.0,,243.0,3861.0,7.0,10209.0,27,78,14438.0
Ставропольский край,2018,91.0,26.0,,248.0,4241.0,25.0,10635.0,20,55,15266.0
Ставропольский край,2019,94.0,16.0,,221.0,3925.0,15.0,9816.0,27,73,14087.0
Ставропольский край,2020,105.0,52.0,2.0,254.0,3839.0,34.0,9833.0,30,111,14119.0
Ставропольский край,2021,59.0,,,75.0,1554.0,8.0,4051.0,13,30,5747.0
Ставропольский край,2022,99.0,26.0,,137.0,3277.0,,8758.0,26,67,12297.0
Ставропольский край,2023,95.0,4.0,,173.0,3536.0,8.0,9343.0,26,69,13159.0
Ставропольский край,2024,200.0,66.0,,359.0,7398.0,52.0,18800.0,28,78,26875.0
Тамбовская область,2008,461.0,,,188.0,1923.0,17.0,6721.0,23,87,9310.0
Тамбовская область,2009,385.0,8.0,,158.0,1718.0,19.0,6161.0,23,104,8449.0
Тамбовская область,2010,318.0,2.0,,121.0,1579.0,16.0,5589.0,23,81,7625.0
Тамбовская область,2011,309.0,,,109.0,1514.0,7.0,5564.0,23,77,7503.0
Тамбовская область,2012,293.0,,,103.0,1503.0,10.0,5472.0,23,80,7381.0
Тамбовская область,2013,254.0,,,97.0,1476.0,15.0,5469.0,23,78,7311.0
Тамбовская область,2014,238.0,,,86.0,1523.0,17.0,5301.0,23,75,7165.0
Тамбовская область,2015,200.0,,,71.0,1560.0,,5234.0,23,63,7065.0
Тамбовская область,2016,206.0,,,68.0,1609.0,4.0,4965.0,22,63,6852.0
Тамбовская область,2017,206.0,,,49.0,1519.0,4.0,4889.0,22,60,6667.0
Тамбовская область,2018,194.0,,,40.0,1564.0,4.0,4832.0,23,61,6634.0
Тамбовская область,2019,174.0,,,43.0,1497.0,5.0,4654.0,23,61,6373.0
Тамбовская область,2020,166.0,4.0,,59.0,1491.0,21.0,4652.0,27,76,6393.0
Тамбовская область,2021,135.0,4.0,,38.0,1373.0,,4314.0,21,50,5864.0
Тамбовская область,2022,104.0,4.0,,40.0,1453.0,,4607.0,23,56,6208.0
Тамбовская область,2023,111.0,4.0,,40.0,1468.0,,4129.0,21,50,5752.0
Тамбовская область,2024,145.0,4.0,,39.0,1499.0,,4587.0,22,58,6274.0
Тверская область,2008,2.0,,297.0,385.0,830.0,140.0,5537.0,39,164,7191.0
Тверская область,2009,2.0,,239.0,354.0,748.0,116.0,4969.0,40,162,6428.0
Тверская область,2010,2.0,,185.0,324.0,668.0,112.0,4545.0,39,156,5836.0
Тверская область,2011,2.0,,167.0,291.0,615.0,111.0,4224.0,39,155,5410.0
Тверская область,2012,2.0,,138.0,259.0,487.0,105.0,3599.0,39,149,4590.0
Тверская область,2013,,,82.0,188.0,351.0,82.0,2880.0,28,80,3583.0
Тверская область,2014,,,70.0,167.0,311.0,60.0,2518.0,27,73,3126.0
Тверская область,2015,,,33.0,142.0,269.0,57.0,2278.0,26,63,2779.0
Тверская область,2016,,,24.0,105.0,211.0,43.0,1719.0,19,48,2102.0
Тверская область,2017,,,28.0,100.0,198.0,52.0,1705.0,18,48,2083.0
Тверская область,2018,,,9.0,102.0,172.0,56.0,1718.0,19,49,2057.0
Тверская область,2019,,,,83.0,148.0,46.0,1535.0,20,44,1812.0
Тверская область,2020,,,,77.0,161.0,20.0,1519.0,19,40,1777.0
Тверская область,2021,,,,77.0,145.0,20.0,1334.0,14,33,1576.0
Тверская область,2022,,,,74.0,142.0,4.0,1228.0,13,31,1448.0
Тверская область,2023,,,,67.0,103.0,4.0,549.0,10,21,723.0
Томская область,2008,3.0,,12.0,165.0,712.0,16.0,2095.0,14,46,3003.0
Томская область,2009,,,7.0,125.0,555.0,13.0,1614.0,14,44,2314.0
Томская область,2010,,,13.0,121.0,523.0,12.0,1527.0,14,42,2196.0
Томская область,2011,1.0,,14.0,101.0,472.0,11.0,1407.0,13,43,2006.0
Томская область,2012,1.0,,11.0,59.0,377.0,12.0,1218.0,14,35,1678.0
Томская область,2013,,,,76.0,370.0,6.0,1086.0,7,21,1538.0
Томская область,2014,,,,66.0,340.0,6.0,796.0,7,17,1208.0
Томская область,2015,,,,61.0,311.0,6.0,942.0,8,21,1320.0
Томская область,2016,,,,56.0,223.0,,807.0,7,17,1086.0
Томская область,2017,,,,55.0,205.0,,793.0,7,17,1053.0
Томская область,2018,,,,61.0,251.0,,826.0,8,17,1138.0
Томская область,2019,,,,41.0,203.0,,708.0,5,12,952.0
Томская область,2020,,,,41.0,208.0,,740.0,5,12,989.0
Томская область,2021,,,,42.0,223.0,,777.0,5,12,1042.0
Томская область,2022,,,,42.0,231.0,,786.0,5,12,1059.0
Томская область,2023,,,,43.0,245.0,,819.0,5,12,1107.0
Томская область,2024,,,,42.0,245.0,13.0,792.0,4,11,1092.0
Тульская область,2009,120.0,10.0,2.0,391.0,1687.0,137.0,5671.0,53,213,8018.0
Тульская область,2010,55.0,4.0,1.0,174.0,752.0,55.0,2550.0,22,87,3591.0
Тульская область,2011,59.0,5.0,,163.0,726.0,63.0,2448.0,22,87,3464.0
Тульская область,2012,56.0,3.0,,137.0,687.0,62.0,2219.0,22,85,3164.0
Тульская область,2013,54.0,2.0,,128.0,645.0,72.0,2163.0,23,89,3064.0
Тульская область,2014,36.0,3.0,,105.0,487.0,72.0,1652.0,20,77,2355.0
Тульская область,2015,40.0,3.0,,108.0,645.0,80.0,2003.0,23,88,2879.0
Тульская область,2018,18.0,,,36.0,590.0,28.0,1585.0,17,42,2257.0
Тульская область,2019,12.0,,,44.0,541.0,16.0,1762.0,18,42,2375.0
Тульская область,2021,17.0,2.0,2.0,72.0,550.0,87.0,1723.0,22,76,2453.0
Тульская область,2022,5.0,,,22.0,528.0,36.0,1637.0,16,36,2228.0
Тульская область,2023,5.0,,,26.0,587.0,36.0,1817.0,18,39,2471.0
Тульская область,2024,7.0,,,23.0,567.0,16.0,1666.0,19,37,2279.0
Тюменская область,2008,4.0,,,35.0,69.0,2.0,448.0,2,7,558.0
Тюменская область,2009,1.0,,,39.0,76.0,2.0,510.0,3,8,628.0
Тюменская область,2010,,,,42.0,51.0,2.0,499.0,3,7,594.0
Тюменская область,2011,,,,43.0,59.0,3.0,485.0,3,7,590.0
Тюменская область,2012,,,,43.0,158.0,2.0,455.0,3,8,658.0
Тюменская область,2013,,3.0,,43.0,167.0,7.0,440.0,2,9,660.0
Тюменская область,2014,,4.0,,41.0,175.0,10.0,449.0,2,9,679.0
Тюменская область,2015,,,,38.0,185.0,11.0,490.0,2,7,724.0
Тюменская область,2016,,,,39.0,185.0,14.0,772.0,2,8,1010.0
Тюменская область,2017,,,,30.0,103.0,4.0,730.0,3,9,867.0
Тюменская область,2018,,,,34.0,140.0,16.0,783.0,2,8,973.0
Тюменская область,2019,,,,39.0,164.0,18.0,635.0,3,11,856.0
Тюменская область,2020,,4.0,,44.0,169.0,18.0,664.0,3,13,899.0
Тюменская область,2021,,4.0,,40.0,159.0,18.0,647.0,3,12,868.0
Тюменская область,2022,,5.0,,38.0,158.0,18.0,610.0,3,10,829.0
Тюменская область,2023,,,,33.0,181.0,18.0,626.0,2,7,858.0
Тюменская область,2024,,,,35.0,181.0,18.0,486.0,2,6,720.0
Тюменская область без автономных округов,2008,4.0,,,282.0,1183.0,57.0,4528.0,21,72,6054.0
Тюменская область без автономных округов,2009,2.0,,,251.0,1050.0,51.0,4087.0,21,68,5441.0
Тюменская область без автономных округов,2010,,4.0,,241.0,939.0,51.0,3675.0,21,69,4910.0
Тюменская область без автономных округов,2011,2.0,2.0,,234.0,899.0,51.0,3551.0,21,71,4739.0
Тюменская область без автономных округов,2012,2.0,2.0,,227.0,916.0,50.0,3328.0,21,70,4525.0
Тюменская область без автономных округов,2013,2.0,3.0,,216.0,866.0,48.0,3252.0,19,64,4387.0
Тюменская область без автономных округов,2014,2.0,3.0,,189.0,858.0,42.0,2941.0,18,64,4035.0
Тюменская область без автономных округов,2015,,,,166.0,800.0,38.0,2642.0,17,55,3646.0
Тюменская область без автономных округов,2016,,,,141.0,777.0,36.0,2322.0,14,46,3276.0
Тюменская область без автономных округов,2017,,,,146.0,700.0,41.0,2257.0,16,51,3144.0
Тюменская область без автономных округов,2018,,,,136.0,659.0,44.0,2199.0,14,44,3038.0
Тюменская область без автономных округов,2019,,,,117.0,636.0,41.0,2058.0,13,43,2852.0
Тюменская область без автономных округов,2020,2.0,4.0,,124.0,627.0,45.0,2050.0,15,52,2852.0
Тюменская область без автономных округов,2021,2.0,1.0,,116.0,611.0,45.0,1941.0,14,47,2716.0
Тюменская область без автономных округов,2022,2.0,1.0,,108.0,617.0,44.0,1959.0,14,47,2731.0
Тюменская область без автономных округов,2023,,,,95.0,606.0,34.0,1843.0,12,35,2578.0
Тюменская область без автономных округов,2024,,,,87.0,632.0,11.0,1466.0,12,29,2196.0
Удмуртская Республика,2008,1.0,,133.0,739.0,1595.0,160.0,7180.0,30,126,9808.0
Удмуртская Республика,2009,1.0,,106.0,666.0,1340.0,137.0,6508.0,29,123,8758.0
Удмуртская Республика,2010,1.0,,72.0,662.0,1252.0,118.0,6079.0,29,121,8184.0
Удмуртская Республика,2011,2.0,,64.0,666.0,1183.0,120.0,5840.0,27,111,7875.0
Удмуртская Республика,2012,3.0,,45.0,614.0,1050.0,108.0,5405.0,30,119,7225.0
Удмуртская Республика,2013,3.0,,37.0,598.0,1007.0,95.0,5165.0,27,111,6905.0
Удмуртская Республика,2014,3.0,2.0,37.0,584.0,924.0,90.0,5054.0,30,116,6694.0
Удмуртская Республика,2015,3.0,2.0,34.0,557.0,915.0,79.0,4807.0,30,115,6397.0
Удмуртская Республика,2016,1.0,2.0,27.0,555.0,886.0,73.0,4646.0,30,106,6190.0
Удмуртская Республика,2017,,,7.0,565.0,814.0,52.0,4558.0,26,80,5996.0
Удмуртская Республика,2018,,,7.0,557.0,791.0,53.0,4497.0,27,81,5905.0
Удмуртская Республика,2019,,,,536.0,772.0,48.0,4453.0,26,78,5809.0
Удмуртская Республика,2020,,4.0,20.0,516.0,727.0,47.0,3946.0,25,78,5260.0
Удмуртская Республика,2021,,,,410.0,585.0,34.0,3382.0,23,69,4411.0
Удмуртская Республика,2022,,,,498.0,685.0,35.0,4012.0,24,71,5230.0
Удмуртская Республика,2023,,,,516.0,700.0,35.0,4156.0,23,72,5407.0
Удмуртская Республика,2024,,,,505.0,673.0,32.0,4032.0,23,70,5242.0
Ульяновская область,2008,41.0,12.0,,201.0,1225.0,15.0,3420.0,22,81,4914.0
Ульяновская область,2009,29.0,13.0,,162.0,990.0,14.0,2812.0,23,83,4020.0
Ульяновская область,2010,30.0,13.0,,147.0,929.0,13.0,2732.0,22,80,3864.0
Ульяновская область,2011,27.0,12.0,,143.0,920.0,15.0,2644.0,23,82,3761.0
Ульяновская область,2012,29.0,5.0,,135.0,893.0,15.0,2593.0,23,81,3670.0
