region,year,beet_harvesters_count,corn_harvesters_count,flax_harvesters_count,forage_harvesters_count,grain_harvesters_count,potato_harvesters_count,tractors_count,tech_municipality_count,tech_records_count,agricultural_machinery_total_count
Алтайский край,2008,138.0,13.0,63.0,1148.0,5836.0,33.0,15418.0,67,252,22649.0
Алтайский край,2009,128.0,13.0,68.0,1077.0,5240.0,39.0,14156.0,65,249,20721.0
Алтайский край,2010,116.0,11.0,63.0,1002.0,4791.0,31.0,13274.0,65,242,19288.0
Алтайский край,2011,107.0,6.0,57.0,959.0,4376.0,23.0,12341.0,65,231,17869.0
Алтайский край,2012,97.0,6.0,59.0,922.0,4097.0,26.0,11793.0,65,231,17000.0
Алтайский край,2013,42.0,,,731.0,3448.0,4.0,10166.0,56,159,14391.0
Алтайский край,2014,43.0,,,705.0,3284.0,3.0,9760.0,55,161,13795.0
Алтайский край,2015,38.0,,,598.0,2905.0,3.0,8703.0,54,152,12247.0
Алтайский край,2016,33.0,,,513.0,2795.0,,8295.0,54,146,11636.0
Алтайский край,2017,33.0,,,474.0,2773.0,,8142.0,55,142,11422.0
Алтайский край,2018,29.0,,,451.0,2664.0,,7763.0,56,144,10907.0
Алтайский край,2019,28.0,,,439.0,2565.0,,7578.0,56,143,10610.0
Алтайский край,2020,28.0,,,440.0,2574.0,,7473.0,54,142,10515.0
Алтайский край,2021,46.0,12.0,38.0,620.0,2656.0,15.0,7677.0,63,207,11064.0
Алтайский край,2022,24.0,,,395.0,2459.0,,7058.0,52,131,9936.0
Алтайский край,2023,23.0,,,398.0,2571.0,6.0,4928.0,51,114,7926.0
Алтайский край,2024,20.0,,,413.0,2811.0,10.0,4551.0,52,113,7805.0
Амурская область,2008,,6.0,,94.0,1394.0,18.0,3343.0,22,70,4855.0
Амурская область,2009,,7.0,,75.0,1206.0,14.0,2565.0,18,52,3867.0
Амурская область,2010,,5.0,,77.0,1299.0,10.0,2682.0,22,62,4073.0
Амурская область,2011,,6.0,,66.0,1231.0,10.0,2526.0,25,64,3839.0
Амурская область,2012,,6.0,,63.0,1142.0,11.0,2276.0,24,63,3498.0
Амурская область,2013,,5.0,,61.0,1180.0,12.0,2208.0,23,61,3466.0
Амурская область,2014,,8.0,,57.0,1087.0,11.0,2013.0,20,58,3176.0
Амурская область,2015,,6.0,,51.0,821.0,10.0,1606.0,16,48,2494.0
Амурская область,2016,,,,34.0,738.0,,1321.0,10,21,2093.0
Амурская область,2017,,,,32.0,715.0,,1447.0,10,20,2194.0
Амурская область,2018,,,,30.0,712.0,,1391.0,10,20,2133.0
Амурская область,2019,,,,31.0,753.0,,1311.0,10,21,2095.0
Амурская область,2020,,,,29.0,952.0,,1682.0,11,23,2663.0
Амурская область,2021,,,,28.0,910.0,,1628.0,9,19,2566.0
Амурская область,2022,,,,26.0,697.0,,1004.0,6,11,1727.0
Амурская область,2023,,,,20.0,916.0,,1404.0,9,14,2340.0
Амурская область,2024,,,,22.0,888.0,,1412.0,10,17,2322.0
Архангельская область,2008,,,,102.0,34.0,33.0,1292.0,14,26,1461.0
Архангельская область,2009,,,,104.0,33.0,32.0,1119.0,12,24,1288.0
Архангельская область,2010,,,,100.0,37.0,15.0,1040.0,13,24,1192.0
Архангельская область,2011,,,,100.0,20.0,14.0,993.0,14,24,1127.0
Архангельская область,2012,,,,101.0,25.0,11.0,926.0,12,23,1063.0
Архангельская область,2013,,,,97.0,17.0,16.0,881.0,13,23,1011.0
Архангельская область,2014,,,,82.0,16.0,10.0,776.0,12,21,884.0
Архангельская область,2015,,,,89.0,17.0,10.0,789.0,11,20,905.0
Архангельская область,2016,,,,77.0,8.0,10.0,629.0,7,13,724.0
Архангельская область,2017,,,,64.0,,9.0,724.0,11,17,797.0
Архангельская область,2018,,,,55.0,,7.0,666.0,11,16,728.0
Архангельская область,2019,,,,43.0,,7.0,549.0,7,11,599.0
Архангельская область,2020,,,,45.0,,7.0,538.0,7,11,590.0
Архангельская область,2021,,,,46.0,,7.0,514.0,6,11,567.0
Архангельская область,2022,,,,56.0,,7.0,155.0,5,8,218.0
Архангельская область,2023,,,,48.0,,7.0,459.0,5,9,514.0
Архангельская область,2024,,,,48.0,,8.0,462.0,5,9,518.0
Архангельская область без автономного округа,2009,,,,,,,25.0,1,1,25.0
Архангельская область без автономного округа,2010,,,,,,,19.0,1,1,19.0
Архангельская область без автономного округа,2017,,,,,,,12.0,1,1,12.0
Архангельская область без автономного округа,2018,,,,,,,11.0,1,1,11.0
Астраханская область,2008,,3.0,,31.0,177.0,5.0,1372.0,11,35,1588.0
Астраханская область,2009,,3.0,,27.0,163.0,4.0,1240.0,11,35,1437.0
Астраханская область,2010,,3.0,,20.0,150.0,4.0,1063.0,11,31,1240.0
Астраханская область,2011,,3.0,,23.0,130.0,5.0,954.0,11,31,1115.0
Астраханская область,2012,,1.0,,22.0,98.0,5.0,823.0,11,30,949.0
Астраханская область,2013,,,,,42.0,,650.0,11,14,692.0
Астраханская область,2014,,,,,35.0,3.0,568.0,11,15,606.0
Астраханская область,2015,,,,11.0,45.0,5.0,517.0,11,27,578.0
Астраханская область,2016,,,,7.0,36.0,5.0,357.0,11,26,405.0
Астраханская область,2017,,,,,19.0,,251.0,6,7,270.0
Астраханская область,2018,,,,,12.0,,266.0,7,8,278.0
Астраханская область,2019,,,,,,,211.0,5,5,211.0
Астраханская область,2020,,,,,,,270.0,8,8,270.0
Астраханская область,2021,,,,,,,191.0,5,5,191.0
Астраханская область,2022,,,,,,,257.0,9,9,257.0
Астраханская область,2023,,,,,,,287.0,8,8,287.0
Астраханская область,2024,,,,,8.0,,309.0,9,10,317.0
Белгородская область,2008,410.0,53.0,,363.0,1543.0,10.0,6947.0,22,104,9326.0
Белгородская область,2009,362.0,42.0,,264.0,1271.0,9.0,6133.0,21,99,8081.0
Белгородская область,2010,336.0,36.0,,242.0,1216.0,8.0,5820.0,21,98,7658.0
Белгородская область,2011,239.0,30.0,,217.0,1000.0,6.0,4682.0,21,93,6174.0
Белгородская область,2012,208.0,26.0,,185.0,997.0,7.0,4411.0,21,89,5834.0
Белгородская область,2013,122.0,7.0,,156.0,871.0,,4282.0,20,61,5438.0
Белгородская область,2014,94.0,8.0,,152.0,882.0,,4222.0,21,63,5358.0
Белгородская область,2015,86.0,15.0,,141.0,1100.0,,4761.0,21,65,6103.0
Белгородская область,2016,74.0,15.0,,139.0,975.0,,4534.0,21,62,5737.0
Белгородская область,2017,64.0,14.0,,123.0,1016.0,,4412.0,21,60,5629.0
Белгородская область,2018,58.0,13.0,,128.0,1004.0,,4313.0,22,60,5516.0
Белгородская область,2019,31.0,13.0,,144.0,913.0,,4227.0,22,59,5328.0
Белгородская область,2020,26.0,15.0,,138.0,847.0,,4064.0,22,58,5090.0
Белгородская область,2021,24.0,8.0,,125.0,747.0,,3738.0,20,52,4642.0
Белгородская область,2022,21.0,9.0,,105.0,702.0,,3861.0,22,51,4698.0
Белгородская область,2023,12.0,15.0,,115.0,681.0,,3055.0,18,46,3878.0
Белгородская область,2024,8.0,9.0,,112.0,696.0,,3159.0,18,44,3984.0
Брянская область,2008,23.0,,15.0,425.0,1000.0,208.0,3421.0,28,110,5092.0
Брянская область,2009,13.0,,9.0,377.0,837.0,177.0,2986.0,29,112,4399.0
Брянская область,2010,17.0,,7.0,364.0,804.0,170.0,2840.0,27,107,4202.0
Брянская область,2011,7.0,12.0,7.0,358.0,761.0,143.0,2705.0,29,109,3993.0
Брянская область,2012,9.0,,8.0,329.0,695.0,131.0,2644.0,29,107,3816.0
Брянская область,2013,,,,299.0,630.0,88.0,2587.0,26,80,3604.0
Брянская область,2014,7.0,,10.0,280.0,576.0,118.0,2440.0,28,106,3431.0
Брянская область,2015,5.0,,13.0,249.0,529.0,114.0,2755.0,29,106,3665.0
Брянская область,2016,,,,211.0,459.0,60.0,2832.0,26,72,3562.0
Брянская область,2017,,,,224.0,444.0,46.0,2684.0,25,70,3398.0
Брянская область,2018,,,,224.0,448.0,33.0,3001.0,25,67,3706.0
Брянская область,2019,,,,202.0,467.0,49.0,3104.0,25,67,3822.0
Брянская область,2020,,,,164.0,466.0,48.0,3039.0,26,69,3717.0
Брянская область,2021,,,,150.0,424.0,56.0,2935.0,23,63,3565.0
Брянская область,2022,,,,119.0,381.0,14.0,1427.0,19,42,1941.0
Брянская область,2023,,,,116.0,373.0,13.0,1255.0,16,39,1757.0
Брянская область,2024,,,,69.0,246.0,4.0,749.0,14,27,1068.0
Владимирская область,2008,1.0,1.0,,34.0,37.0,5.0,231.0,3,14,309.0
Владимирская область,2009,4.0,4.0,4.0,311.0,412.0,80.0,2779.0,18,74,3594.0
Владимирская область,2010,4.0,4.0,3.0,294.0,382.0,77.0,2633.0,18,74,3397.0
Владимирская область,2011,4.0,4.0,3.0,317.0,410.0,79.0,2824.0,18,74,3641.0
Владимирская область,2012,3.0,3.0,4.0,269.0,349.0,72.0,2279.0,16,68,2979.0
Владимирская область,2013,4.0,3.0,4.0,257.0,330.0,65.0,2280.0,19,75,2943.0
Владимирская область,2014,,,,235.0,302.0,44.0,2196.0,18,49,2777.0
Владимирская область,2015,,,,197.0,278.0,37.0,1910.0,15,38,2422.0
Владимирская область,2016,1.0,,,181.0,263.0,34.0,1865.0,16,40,2344.0
Владимирская область,2017,,,,167.0,238.0,27.0,1689.0,15,34,2121.0
Владимирская область,2018,,,,170.0,238.0,17.0,1738.0,16,34,2163.0
Владимирская область,2019,,,,164.0,220.0,17.0,1585.0,14,32,1986.0
Владимирская область,2020,,,,157.0,194.0,15.0,1447.0,13,31,1813.0
Владимирская область,2021,,,,158.0,230.0,15.0,1381.0,10,25,1784.0
Владимирская область,2022,,,,153.0,210.0,16.0,1328.0,11,26,1707.0
Владимирская область,2023,,,,148.0,219.0,17.0,1329.0,10,24,1713.0
Владимирская область,2024,,,,141.0,203.0,18.0,1370.0,10,24,1732.0
Волгоградская область,2008,2.0,55.0,,264.0,3149.0,13.0,10502.0,35,126,13985.0
Волгоградская область,2009,2.0,42.0,,217.0,2926.0,13.0,9613.0,39,128,12813.0
Волгоградская область,2010,,18.0,,111.0,2676.0,,8871.0,35,81,11676.0
Волгоградская область,2011,,,,113.0,2491.0,6.0,8271.0,33,76,10881.0
Волгоградская область,2012,,,,69.0,2336.0,6.0,7763.0,33,73,10174.0
Волгоградская область,2013,,,,77.0,2238.0,6.0,7408.0,33,73,9729.0
Волгоградская область,2014,,,,63.0,1913.0,6.0,6364.0,32,71,8346.0
Волгоградская область,2015,,,,56.0,1976.0,6.0,6462.0,33,72,8500.0
Волгоградская область,2016,,,,50.0,1894.0,6.0,6223.0,33,71,8173.0
Волгоградская область,2017,,,,29.0,1802.0,6.0,6228.0,35,70,8065.0
Волгоградская область,2018,,,,11.0,1890.0,4.0,6217.0,35,67,8122.0
Волгоградская область,2019,,,,11.0,1853.0,5.0,6143.0,34,65,8012.0
Волгоградская область,2020,,,,7.0,1840.0,5.0,5979.0,34,64,7831.0
Волгоградская область,2021,,,,12.0,1848.0,6.0,5972.0,35,65,7838.0
Волгоградская область,2022,,,,6.0,1822.0,7.0,5860.0,36,66,7695.0
Волгоградская область,2023,,,,8.0,1791.0,7.0,5816.0,35,65,7622.0
Волгоградская область,2024,,,,8.0,1861.0,,5744.0,34,64,7613.0
Вологодская область,2008,,,74.0,599.0,698.0,74.0,5047.0,26,100,6492.0
Вологодская область,2009,,,76.0,539.0,655.0,65.0,4699.0,26,99,6034.0
Вологодская область,2010,,,64.0,496.0,579.0,61.0,4397.0,26,101,5597.0
Вологодская область,2011,,,60.0,436.0,554.0,58.0,3907.0,26,100,5015.0
Вологодская область,2012,,,57.0,404.0,477.0,47.0,3648.0,26,99,4633.0
Вологодская область,2013,,,31.0,299.0,416.0,26.0,3094.0,20,61,3866.0
Вологодская область,2014,,,46.0,343.0,398.0,34.0,3118.0,26,90,3939.0
Вологодская область,2015,,,48.0,317.0,363.0,26.0,2885.0,25,88,3639.0
Вологодская область,2016,,,27.0,266.0,313.0,12.0,2560.0,17,52,3178.0
Вологодская область,2017,,,20.0,257.0,296.0,11.0,2249.0,13,43,2833.0
Вологодская область,2018,,,20.0,237.0,289.0,8.0,2235.0,14,42,2789.0
Вологодская область,2019,,,25.0,223.0,279.0,8.0,2249.0,14,41,2784.0
Вологодская область,2020,,,27.0,227.0,273.0,19.0,2262.0,15,54,2808.0
Вологодская область,2021,,,30.0,242.0,286.0,19.0,2258.0,14,51,2835.0
Вологодская область,2022,,,20.0,236.0,280.0,19.0,2308.0,14,50,2863.0
Вологодская область,2023,,,24.0,432.0,534.0,28.0,4329.0,14,44,5347.0
Вологодская область,2024,,,8.0,235.0,272.0,7.0,2360.0,13,39,2882.0
Воронежская область,2008,611.0,98.0,,508.0,2277.0,30.0,9831.0,33,166,13355.0
Воронежская область,2009,501.0,80.0,0.0,475.0,2183.0,24.0,9325.0,31,162,12588.0
Воронежская область,2010,455.0,82.0,,424.0,2056.0,26.0,8919.0,33,168,11962.0
Воронежская область,2011,406.0,80.0,,417.0,1937.0,24.0,8405.0,33,164,11269.0
Воронежская область,2012,360.0,70.0,,380.0,1916.0,25.0,8348.0,33,161,11099.0
Воронежская область,2013,307.0,55.0,,376.0,1908.0,28.0,8389.0,33,160,11063.0
Воронежская область,2014,189.0,22.0,,335.0,1682.0,5.0,7930.0,33,108,10163.0
Воронежская область,2015,253.0,45.0,,351.0,1752.0,18.0,7720.0,33,154,10139.0
Воронежская область,2016,129.0,20.0,,313.0,1757.0,,7552.0,33,101,9771.0
Воронежская область,2017,137.0,17.0,,305.0,1659.0,,6829.0,32,97,8947.0
Воронежская область,2018,126.0,16.0,,302.0,1614.0,,6577.0,32,97,8635.0
Воронежская область,2019,188.0,8.0,,334.0,1702.0,,7546.0,33,104,9778.0
Воронежская область,2020,205.0,7.0,,329.0,1894.0,,7997.0,33,102,10432.0
Воронежская область,2021,162.0,7.0,,312.0,1771.0,,7273.0,33,98,9525.0
Воронежская область,2022,137.0,7.0,,320.0,1773.0,,6288.0,29,85,8525.0
Воронежская область,2023,139.0,15.0,,287.0,1839.0,,7075.0,33,93,9355.0
Воронежская область,2024,149.0,27.0,,288.0,1888.0,,7168.0,32,93,9520.0
Еврейская автономная область,2008,,6.0,,10.0,116.0,4.0,644.0,15,40,780.0
Еврейская автономная область,2009,,4.0,,14.0,104.0,4.0,637.0,11,31,763.0
Еврейская автономная область,2010,,2.0,,7.0,55.0,2.0,344.0,6,16,410.0
Еврейская автономная область,2011,,2.0,,8.0,55.0,1.0,370.0,7,19,436.0
Еврейская автономная область,2012,,2.0,,7.0,61.0,,405.0,6,16,475.0
Еврейская автономная область,2013,,1.0,,6.0,48.0,,374.0,7,16,429.0
Еврейская автономная область,2014,,,,,20.0,,185.0,2,3,205.0
Еврейская автономная область,2015,,,,,28.0,,226.0,2,3,254.0
Еврейская автономная область,2016,,,,,36.0,,215.0,2,4,251.0
Еврейская автономная область,2017,,,,,36.0,,227.0,2,4,263.0
Еврейская автономная область,2018,,,,,31.0,,189.0,1,2,220.0
Еврейская автономная область,2019,,,,,33.0,,190.0,1,2,223.0
Еврейская автономная область,2020,,1.0,,4.0,34.0,,188.0,4,11,227.0
Еврейская автономная область,2021,,1.0,,3.0,34.0,,189.0,4,11,227.0
Еврейская автономная область,2022,,,,,19.0,,121.0,1,2,140.0
Еврейская автономная область,2023,,,,,,,23.0,1,1,23.0
Еврейская автономная область,2024,,,,,,,23.0,1,1,23.0
Забайкальский край,2008,,3.0,,83.0,1264.0,4.0,4512.0,29,79,5866.0
Забайкальский край,2009,,2.0,,61.0,1040.0,2.0,3798.0,29,73,4903.0
Забайкальский край,2010,,2.0,,52.0,901.0,1.0,3517.0,28,71,4473.0
Забайкальский край,2011,,1.0,,47.0,783.0,1.0,2956.0,27,66,3788.0
Забайкальский край,2012,,1.0,,42.0,713.0,1.0,2796.0,27,66,3553.0
Забайкальский край,2013,,1.0,,38.0,676.0,1.0,2739.0,25,61,3455.0
Забайкальский край,2014,,1.0,,32.0,591.0,4.0,2418.0,24,60,3046.0
Забайкальский край,2015,,1.0,,20.0,535.0,3.0,2217.0,26,59,2776.0
Забайкальский край,2016,,1.0,,18.0,401.0,3.0,1533.0,26,59,1956.0
Забайкальский край,2017,,,,,340.0,,1388.0,15,27,1728.0
Забайкальский край,2018,,,,,322.0,,1184.0,13,24,1506.0
Забайкальский край,2019,,,,,189.0,,746.0,10,17,935.0
Забайкальский край,2020,,,,17.0,455.0,,1606.0,11,20,2078.0
Забайкальский край,2021,,,,,82.0,,409.0,7,12,491.0
Забайкальский край,2022,,,,,73.0,,323.0,6,11,396.0
Забайкальский край,2023,,,,,40.0,,162.0,3,6,202.0
Забайкальский край,2024,,,,,11.0,,85.0,2,3,96.0
Ивановская область,2008,1.0,,35.0,241.0,374.0,75.0,2052.0,21,87,2778.0
Ивановская область,2010,1.0,,15.0,197.0,310.0,57.0,1762.0,20,80,2342.0
Ивановская область,2011,1.0,,10.0,180.0,278.0,47.0,1605.0,21,79,2121.0
Ивановская область,2012,,,8.0,159.0,229.0,41.0,1431.0,21,76,1868.0
Ивановская область,2013,,,,125.0,193.0,28.0,1167.0,15,44,1513.0
Ивановская область,2014,,,2.0,137.0,203.0,34.0,1243.0,21,73,1619.0
Ивановская область,2015,,,,105.0,159.0,21.0,977.0,12,35,1262.0
Ивановская область,2016,,,,106.0,135.0,16.0,873.0,11,32,1130.0
Ивановская область,2017,,,,99.0,138.0,15.0,860.0,11,31,1112.0
Ивановская область,2018,,,,94.0,135.0,12.0,856.0,11,31,1097.0
Ивановская область,2019,,,,89.0,129.0,11.0,822.0,11,31,1051.0
Ивановская область,2020,,,2.0,108.0,150.0,16.0,913.0,20,62,1189.0
Ивановская область,2021,,,2.0,103.0,146.0,15.0,914.0,18,58,1180.0
Ивановская область,2022,,,,72.0,113.0,8.0,785.0,10,25,978.0
Ивановская область,2023,,,,76.0,112.0,,787.0,10,23,975.0
Ивановская область,2024,,,,77.0,106.0,,742.0,9,22,925.0
Иркутская область,2008,3.0,,,259.0,1267.0,79.0,3458.0,31,102,5066.0
Иркутская область,2009,3.0,,,239.0,1078.0,65.0,2957.0,31,97,4342.0
Иркутская область,2010,4.0,,,229.0,981.0,69.0,2716.0,30,97,3999.0
Иркутская область,2011,3.0,,,219.0,894.0,74.0,2436.0,28,91,3626.0
Иркутская область,2012,2.0,,,203.0,804.0,65.0,2192.0,26,83,3266.0
Иркутская область,2013,,,,177.0,701.0,60.0,2044.0,26,81,2982.0
Иркутская область,2014,,,,152.0,601.0,58.0,1856.0,25,77,2667.0
Иркутская область,2015,,,,148.0,549.0,57.0,1741.0,25,77,2495.0
Иркутская область,2016,,,,104.0,288.0,26.0,1022.0,11,33,1440.0
Иркутская область,2017,,,,77.0,249.0,17.0,963.0,10,26,1306.0
Иркутская область,2018,,,,76.0,265.0,17.0,1021.0,12,27,1379.0
Иркутская область,2019,,,,74.0,252.0,13.0,941.0,12,27,1280.0
Иркутская область,2020,,,,124.0,348.0,40.0,1246.0,23,69,1758.0
Иркутская область,2021,,,,71.0,193.0,28.0,682.0,8,22,974.0
Иркутская область,2022,,,,72.0,207.0,30.0,756.0,8,23,1065.0
Иркутская область,2023,,,,73.0,200.0,37.0,688.0,7,26,998.0
Иркутская область,2024,,,,60.0,169.0,35.0,646.0,7,23,910.0
Кабардино-Балкарская Республика,2008,4.0,71.0,,66.0,165.0,9.0,848.0,12,52,1163.0
Кабардино-Балкарская Республика,2009,3.0,51.0,0.0,55.0,125.0,5.0,653.0,12,52,892.0
Кабардино-Балкарская Республика,2010,3.0,50.0,0.0,52.0,138.0,8.0,672.0,12,55,923.0
Кабардино-Балкарская Республика,2011,3.0,40.0,,45.0,136.0,8.0,634.0,12,51,866.0
Кабардино-Балкарская Республика,2012,3.0,38.0,,39.0,106.0,5.0,603.0,11,48,794.0
Кабардино-Балкарская Республика,2013,1.0,35.0,,38.0,98.0,7.0,535.0,11,45,714.0
Кабардино-Балкарская Республика,2014,1.0,31.0,,37.0,81.0,8.0,510.0,11,43,668.0
Кабардино-Балкарская Республика,2015,1.0,18.0,,32.0,77.0,7.0,475.0,11,37,610.0
Кабардино-Балкарская Республика,2016,1.0,18.0,,27.0,77.0,3.0,503.0,12,36,629.0
Кабардино-Балкарская Республика,2017,,18.0,,11.0,43.0,,358.0,7,11,430.0
Кабардино-Балкарская Республика,2018,,7.0,,11.0,47.0,,382.0,5,9,447.0
Кабардино-Балкарская Республика,2019,,11.0,,11.0,44.0,,424.0,5,9,490.0
Кабардино-Балкарская Республика,2020,,25.0,1.0,19.0,50.0,5.0,369.0,9,29,469.0
Кабардино-Балкарская Республика,2021,,16.0,1.0,15.0,32.0,6.0,400.0,10,30,470.0
Кабардино-Балкарская Республика,2022,,,,,13.0,,405.0,8,9,418.0
Кабардино-Балкарская Республика,2023,,,,,10.0,,312.0,5,6,322.0
Кабардино-Балкарская Республика,2024,,,,4.0,10.0,,429.0,7,9,443.0
Калининградская область,2008,,,,62.0,247.0,16.0,1172.0,14,49,1497.0
Калининградская область,2009,,,,56.0,232.0,15.0,1226.0,15,52,1529.0
Калининградская область,2010,,1.0,,43.0,185.0,21.0,1061.0,15,53,1311.0
Калининградская область,2011,,1.0,,39.0,195.0,17.0,1004.0,16,53,1256.0
Калининградская область,2012,,1.0,,38.0,195.0,16.0,1002.0,16,51,1252.0
Калининградская область,2013,,1.0,,35.0,198.0,17.0,944.0,16,48,1195.0
Калининградская область,2014,,1.0,,32.0,221.0,18.0,1008.0,16,47,1280.0
Калининградская область,2015,,2.0,,26.0,192.0,17.0,951.0,16,47,1188.0
Калининградская область,2016,1.0,2.0,,28.0,212.0,18.0,995.0,17,50,1256.0
Калининградская область,2017,,,,8.0,141.0,,880.0,12,22,1029.0
Калининградская область,2018,,,,8.0,148.0,,949.0,12,21,1105.0
Калининградская область,2019,,,,8.0,149.0,,969.0,11,19,1126.0
Калининградская область,2020,3.0,2.0,,28.0,172.0,16.0,976.0,15,43,1197.0
Калининградская область,2021,2.0,8.0,,24.0,203.0,15.0,993.0,16,43,1245.0
Калининградская область,2022,,,,,121.0,,999.0,12,17,1120.0
Калининградская область,2023,,,,10.0,153.0,,998.0,12,18,1161.0
Калининградская область,2024,,,,,109.0,,1023.0,13,17,1132.0
Калужская область,2008,4.0,,7.0,266.0,435.0,75.0,2470.0,25,95,3257.0
Калужская область,2009,4.0,,5.0,225.0,369.0,62.0,2185.0,25,94,2850.0
Калужская область,2010,4.0,,6.0,220.0,328.0,57.0,2030.0,25,93,2645.0
Калужская область,2011,4.0,,5.0,214.0,313.0,54.0,1946.0,25,91,2536.0
Калужская область,2012,4.0,,3.0,193.0,294.0,46.0,1877.0,25,92,2417.0
Калужская область,2013,,,,171.0,238.0,22.0,1684.0,21,61,2115.0
Калужская область,2014,,,,160.0,201.0,18.0,1613.0,21,57,1992.0
Калужская область,2015,,,,143.0,174.0,18.0,1587.0,23,56,1922.0
Калужская область,2016,1.0,,1.0,139.0,177.0,34.0,1365.0,23,77,1717.0
Калужская область,2017,,,,115.0,154.0,11.0,1274.0,16,44,1554.0
Калужская область,2018,,,,106.0,161.0,10.0,1348.0,17,42,1625.0
Калужская область,2019,,,,118.0,161.0,4.0,1329.0,17,43,1612.0
Калужская область,2020,,,,91.0,126.0,4.0,1230.0,16,35,1451.0
Калужская область,2021,,,,67.0,127.0,3.0,1149.0,14,31,1346.0
Калужская область,2022,,,,63.0,98.0,3.0,1177.0,14,29,1341.0
Калужская область,2023,,,,56.0,90.0,3.0,1099.0,13,26,1248.0
Калужская область,2024,,,,55.0,96.0,3.0,1031.0,12,23,1185.0
Камчатский край,2008,1.0,,,23.0,5.0,12.0,251.0,8,18,292.0
Камчатский край,2009,,,,28.0,,24.0,324.0,3,8,376.0
Камчатский край,2010,2.0,,,13.0,4.0,10.0,197.0,7,15,226.0
Камчатский край,2011,1.0,,,9.0,1.0,11.0,167.0,1,5,189.0
Камчатский край,2012,1.0,,,8.0,1.0,11.0,150.0,1,5,171.0
Камчатский край,2013,,,,8.0,,7.0,126.0,1,3,141.0
Камчатский край,2014,,,,9.0,,14.0,141.0,1,3,164.0
Камчатский край,2015,,,,9.0,,7.0,123.0,1,3,139.0
Камчатский край,2016,,,,7.0,,9.0,130.0,2,4,146.0
Камчатский край,2017,,,,11.0,,8.0,142.0,2,4,161.0
Камчатский край,2018,,,,11.0,,9.0,123.0,1,3,143.0
Камчатский край,2019,,,,13.0,,9.0,145.0,1,3,167.0
Камчатский край,2020,,,,13.0,,9.0,124.0,1,3,146.0
Камчатский край,2021,,,,13.0,,9.0,134.0,2,4,156.0
Камчатский край,2022,,,,14.0,,9.0,148.0,2,4,171.0
Камчатский край,2023,,,,15.0,,9.0,139.0,1,3,163.0
Камчатский край,2024,,,,12.0,,,109.0,1,2,121.0
Карачаево-Черкесская Республика,2008,22.0,7.0,,18.0,40.0,,354.0,8,22,441.0
Карачаево-Черкесская Республика,2009,11.0,4.0,,7.0,19.0,,270.0,6,10,311.0
Карачаево-Черкесская Республика,2010,17.0,8.0,,9.0,19.0,,220.0,7,15,273.0
Карачаево-Черкесская Республика,2011,73.0,39.0,,5.0,,150.0,164.0,3,7,431.0
Карачаево-Черкесская Республика,2012,11.0,,,5.0,25.0,,156.0,3,6,197.0
Карачаево-Черкесская Республика,2013,9.0,,,,17.0,,131.0,2,4,157.0
Карачаево-Черкесская Республика,2014,3.0,,,,7.0,,85.0,2,4,95.0
Карачаево-Черкесская Республика,2015,3.0,,,,7.0,,161.0,3,5,171.0
Карачаево-Черкесская Республика,2016,5.0,,,,11.0,,150.0,2,4,166.0
Карачаево-Черкесская Республика,2017,,,,,10.0,,134.0,2,3,144.0
Карачаево-Черкесская Республика,2018,,,,,22.0,,154.0,3,4,176.0
Карачаево-Черкесская Республика,2019,8.0,,,,22.0,,155.0,3,5,185.0
Карачаево-Черкесская Республика,2020,,,,,8.0,,152.0,3,4,160.0
Карачаево-Черкесская Республика,2021,,,,,,,3.0,1,1,3.0
Карачаево-Черкесская Республика,2022,10.0,,,8.0,22.0,,205.0,1,4,245.0
Карачаево-Черкесская Республика,2023,12.0,,,,7.0,,142.0,4,5,161.0
Карачаево-Черкесская Республика,2024,,,,,7.0,,146.0,3,4,153.0
Кемеровская область,2008,3.0,,,237.0,1023.0,59.0,3332.0,23,75,4654.0
Кемеровская область,2009,4.0,,,190.0,887.0,58.0,2963.0,23,73,4102.0
Кемеровская область,2010,2.0,,,168.0,787.0,51.0,2675.0,18,62,3683.0
Кемеровская область,2011,1.0,,,157.0,700.0,52.0,2525.0,20,66,3435.0
Кемеровская область,2012,1.0,,,146.0,611.0,52.0,2231.0,19,63,3041.0
Кемеровская область,2013,1.0,,,130.0,519.0,48.0,1985.0,17,57,2683.0
Кемеровская область,2014,2.0,,,109.0,442.0,41.0,1755.0,15,52,2349.0
Кемеровская область,2015,1.0,,,112.0,447.0,45.0,1764.0,17,59,2369.0
Кемеровская область,2016,1.0,1.0,,106.0,410.0,44.0,1623.0,17,59,2185.0
Кемеровская область,2017,,,,80.0,346.0,13.0,1525.0,13,31,1964.0
Кемеровская область,2018,,,,86.0,313.0,,1469.0,13,30,1868.0
Кемеровская область,2019,,,,68.0,281.0,,1414.0,14,29,1763.0
Кемеровская область,2020,,,,25.0,98.0,14.0,526.0,7,20,663.0
Кемеровская область,2021,1.0,,,82.0,415.0,29.0,1415.0,18,56,1942.0
Кемеровская область,2022,,,,63.0,327.0,,1198.0,11,25,1588.0
Кемеровская область,2023,,,,66.0,354.0,,1239.0,10,24,1659.0
Кировская область,2008,2.0,1.0,27.0,634.0,1713.0,85.0,8604.0,40,149,11066.0
Кировская область,2009,2.0,,18.0,591.0,1516.0,69.0,7916.0,40,142,10112.0
