region,year,mineral_fertilizers_centner,mineral_fertilizers_tons,mineral_fertilizers_cumulative_centner,fertilizer_municipality_count,fertilizer_records_count,valid_fertilizer_values_count
Липецкая область,2016,125703.0,12570.300000000001,1204489.0,18,18,11
Липецкая область,2017,158029.0,15802.9,1278713.0,18,18,12
Липецкая область,2018,70608.0,7060.8,1247504.0,18,18,9
Липецкая область,2019,210649.0,21064.9,1430119.0,18,18,13
Липецкая область,2020,1281772.8099999998,128177.281,2543564.072,18,18,10
Липецкая область,2021,241488.888,24148.8888,1654465.3900000001,18,18,14
Липецкая область,2022,41502.939999999995,4150.294,1556758.05,18,18,7
Липецкая область,2023,96257.74999999999,9625.774999999998,1521408.3,18,18,7
Липецкая область,2024,384813.02,38481.302,1542855.9,18,18,10
Магаданская область,2008,295.87,29.587,295.87,4,4,4
Магаданская область,2009,443.7,44.370000000000005,587.2,3,3,2
Магаданская область,2010,311.29999999999995,31.129999999999995,898.5,3,3,3
Магаданская область,2011,0.46000000000000085,0.04600000000000008,660.56,2,2,1
Магаданская область,2012,42.10000000000002,4.210000000000003,702.9,3,3,1
Магаданская область,2013,206.9,20.69,909.4,3,3,2
Магаданская область,2014,,,182.0,1,1,0
Магаданская область,2016,164.1,16.41,174.0,1,1,1
Московская область,2009,245051.0,24505.1,245051.0,41,41,41
Московская область,2010,8478.0,847.8,217491.0,39,39,13
Московская область,2011,22300.0,2230.0,226533.0,38,38,19
Московская область,2012,16985.44,1698.5439999999999,210078.45,36,36,14
Московская область,2013,6369.330000000002,636.9330000000001,164808.59,34,34,11
Московская область,2014,27208.170000000002,2720.817,169497.0,32,32,19
Московская область,2015,30821.4,3082.14,179971.0,22,22,13
Московская область,2016,41658.0,4165.8,181858.0,24,24,13
Московская область,2017,19242.0,1924.2,198514.0,26,26,13
Московская область,2018,113325.0,11332.5,232485.0,24,24,14
Московская область,2019,68498.0,6849.8,238780.0,21,21,14
Московская область,2020,105574.27,10557.427,283270.19,25,25,18
Московская область,2021,72814.87,7281.487,336256.66,22,22,14
Московская область,2022,81009.51,8100.951,340548.78,22,22,14
Московская область,2024,40876.030000000006,4087.6030000000005,309572.77,20,20,10
Мурманская область,2008,4436.0,443.6,4436.0,3,3,3
Мурманская область,2009,2184.0,218.39999999999998,6096.0,5,5,3
Мурманская область,2010,299.0,29.9,3918.0,1,1,1
Мурманская область,2011,,,3395.0,1,1,0
Мурманская область,2012,404.0,40.4,3799.0,1,1,1
Мурманская область,2013,702.0,70.2,4501.0,1,1,1
Мурманская область,2014,,,2575.0,1,1,0
Мурманская область,2018,,,870.0,1,1,0
Нижегородская область,2008,554378.0,55437.8,554378.0,43,43,43
Нижегородская область,2009,37331.25,3733.125,454817.95,45,45,12
Нижегородская область,2010,95893.3,9589.33,468477.79,44,44,20
Нижегородская область,2011,25888.21,2588.821,355325.36,44,44,19
Нижегородская область,2012,13678.7,1367.8700000000001,258855.79,41,41,9
Нижегородская область,2013,31487.510000000002,3148.751,248549.2,32,32,16
Нижегородская область,2014,23364.399999999998,2336.44,235306.0,33,33,18
Нижегородская область,2015,12399.0,1239.9,200562.0,44,44,19
Нижегородская область,2016,25370.0,2537.0,203968.0,30,30,19
Нижегородская область,2017,71226.0,7122.6,266827.0,31,31,22
Нижегородская область,2018,53073.0,5307.3,285408.0,30,30,20
Нижегородская область,2019,36342.0,3634.2,300443.0,28,28,18
Нижегородская область,2020,82215.0,8221.5,376410.0,32,32,21
Нижегородская область,2021,196325.0,19632.5,422587.0,33,33,26
Нижегородская область,2022,118533.0,11853.3,513393.0,31,31,19
Нижегородская область,2023,377424.76,37742.476,530563.18,29,29,24
Нижегородская область,2024,22800.31,2280.031,471653.71,29,29,12
Новгородская область,2008,18888.0,1888.8,18888.0,15,15,15
Новгородская область,2009,4544.3,454.43,21358.0,17,17,13
Новгородская область,2010,1048.52,104.852,17012.79,17,17,5
Новгородская область,2011,4120.91,412.091,18041.58,15,15,11
Новгородская область,2012,3399.6399999999994,339.96399999999994,16768.989999999998,13,13,6
Новгородская область,2013,7120.96,712.096,21708.0,13,13,5
Новгородская область,2014,2559.0,255.9,20897.0,12,12,8
Новгородская область,2015,4583.0,458.29999999999995,11991.0,6,6,3
Новгородская область,2016,2966.4,296.64,15342.0,9,9,5
Новгородская область,2017,1810.0,181.0,11994.0,8,8,3
Новгородская область,2018,303.0,30.3,9567.0,7,7,3
Новгородская область,2019,5868.0,586.8,16805.0,9,9,6
Новгородская область,2020,1881.0,188.10000000000002,12159.0,7,7,4
Новгородская область,2021,5268.0,526.8,10951.0,6,6,3
Новгородская область,2022,1531.0,153.1,7178.0,6,6,3
Новгородская область,2023,5203.83,520.383,9227.130000000001,3,3,2
Новгородская область,2024,277.5799999999999,27.757999999999992,4516.87,3,3,1
Новосибирская область,2008,75912.0,7591.2,75912.0,25,25,25
Новосибирская область,2009,36537.0,3653.7,100938.0,23,23,15
Новосибирская область,2010,25762.0,2576.2,105689.0,21,21,11
Новосибирская область,2011,53885.0,5388.5,155466.0,25,25,20
Новосибирская область,2012,13211.0,1321.1,145438.0,24,24,12
Новосибирская область,2013,765.0,76.5,76667.0,12,12,1
Новосибирская область,2014,17446.0,1744.6,79533.0,14,14,5
Новосибирская область,2015,14991.0,1499.1,82952.0,12,12,6
Новосибирская область,2016,31832.0,3183.2000000000003,105740.0,15,15,12
Новосибирская область,2017,19688.0,1968.8,107518.0,16,16,13
Новосибирская область,2018,8783.0,878.3000000000001,86977.0,13,13,7
Новосибирская область,2019,48684.0,4868.4,147261.0,16,16,14
Новосибирская область,2020,138239.94,13823.993999999999,300515.64,22,22,20
Новосибирская область,2021,199927.98,19992.798,468357.22,22,22,20
Новосибирская область,2022,68986.28,6898.628000000001,443548.27,21,21,13
Новосибирская область,2023,54762.729999999996,5476.273,462537.71,22,22,10
Омская область,2008,47451.159999999996,4745.116,47451.159999999996,20,20,20
Омская область,2009,10220.970000000001,1022.0970000000001,45085.67,18,18,10
Омская область,2010,739.2,73.92,23238.92,18,18,5
Омская область,2011,14287.01,1428.701,38786.03,22,22,18
Омская область,2012,5593.2300000000005,559.3230000000001,24213.84,5,5,2
Омская область,2013,1092.0,109.2,16310.529999999999,5,5,1
Омская область,2014,11340.87,1134.087,28163.0,8,8,6
Омская область,2015,4510.0,451.0,27989.0,8,8,3
Омская область,2016,27940.4,2794.04,47677.0,10,10,9
Омская область,2017,21243.0,2124.3,67897.0,12,12,6
Омская область,2018,17143.0,1714.3,58792.0,10,10,8
Омская область,2019,19209.0,1920.8999999999999,72940.0,13,13,6
Омская область,2020,97810.0,9781.0,179547.0,17,17,16
Омская область,2021,41887.0,4188.7,196919.0,15,15,11
Омская область,2022,47246.0,4724.6,236839.0,17,17,12
Омская область,2023,19668.4,1966.8400000000001,234286.0,18,18,8
Омская область,2024,12358.920000000002,1235.892,182872.24,13,13,5
Оренбургская область,2008,119685.0,11968.5,119685.0,37,37,37
Оренбургская область,2009,48557.0,4855.7,140079.0,33,33,20
Оренбургская область,2010,16907.0,1690.7,113285.0,33,33,15
Оренбургская область,2011,13476.0,1347.6,90296.0,20,20,8
Оренбургская область,2012,11428.0,1142.8,61769.0,14,14,7
Оренбургская область,2013,1390.0,139.0,31357.0,12,12,2
Оренбургская область,2014,13116.0,1311.6,42686.0,13,13,7
Оренбургская область,2015,,,13267.0,5,5,0
Оренбургская область,2016,4046.0,404.6,14632.0,5,5,2
Оренбургская область,2017,10003.0,1000.3,25387.0,9,9,5
Оренбургская область,2018,9620.0,962.0,34223.0,9,9,7
Оренбургская область,2020,32420.67,3242.067,74221.55,16,16,12
Оренбургская область,2021,37757.77,3775.777,119395.68,19,19,18
Оренбургская область,2022,25946.61,2594.6609999999996,103664.8,19,19,9
Оренбургская область,2023,28543.83,2854.383,115011.05,16,16,10
Оренбургская область,2024,24040.829999999998,2404.083,138383.11,19,19,13
Орловская область,2008,575452.28,57545.228,575452.28,24,24,24
Орловская область,2009,108962.9,10896.29,551938.9,24,24,11
Орловская область,2010,178150.4,17815.04,678614.0,24,24,15
Орловская область,2011,139165.0,13916.5,755856.0,24,24,17
Орловская область,2012,48226.0,4822.6,694125.0,24,24,9
Орловская область,2013,141115.0,14111.5,807451.0,24,24,18
Орловская область,2014,123996.0,12399.6,839395.0,24,24,12
Орловская область,2015,127986.0,12798.6,906266.0,24,24,13
Орловская область,2016,141092.0,14109.2,901581.0,24,24,13
Орловская область,2017,127084.0,12708.4,978737.0,24,24,15
Орловская область,2018,98655.0,9865.5,1025076.0,24,24,15
Орловская область,2019,59795.0,5979.5,999776.0,23,23,9
Орловская область,2020,286599.0,28659.9,1263899.0,24,24,20
Орловская область,2021,235879.16999999998,23587.916999999998,1431395.66,23,23,18
Орловская область,2022,116807.35,11680.734999999999,1397245.19,24,24,10
Орловская область,2023,61646.330000000016,6164.633000000002,1350719.2,24,24,12
Орловская область,2024,117856.39000000001,11785.639000000001,1374353.51,24,24,12
Пензенская область,2008,173773.77000000002,17377.377,173773.77000000002,24,24,24
Пензенская область,2009,50133.8,5013.38,194915.45,22,22,15
Пензенская область,2010,113373.21,11337.321,303912.04,22,22,17
Пензенская область,2011,20915.76,2091.576,254430.87,23,23,10
Пензенская область,2012,15921.999999999998,1592.1999999999998,215746.92,23,23,12
Пензенская область,2013,92440.19,9244.019,304706.21,25,25,20
Пензенская область,2014,40882.56,4088.256,258125.28,16,16,11
Пензенская область,2015,144715.42,14471.542,446231.0,24,24,18
Пензенская область,2016,88060.0,8806.0,450832.0,19,19,16
Пензенская область,2017,78044.0,7804.4,507798.0,20,20,12
Пензенская область,2018,26553.0,2655.3,489597.0,19,19,9
Пензенская область,2019,77134.0,7713.400000000001,560554.0,20,20,16
Пензенская область,2020,96513.3,9651.33,664007.73,21,21,17
Пензенская область,2021,142308.38999999998,14230.838999999998,811608.13,27,27,25
Пензенская область,2022,20310.63,2031.063,755179.33,23,23,7
Пензенская область,2023,54917.95,5491.795,772831.75,24,24,13
Пензенская область,2024,112077.17,11207.716999999999,874284.63,23,23,18
Пермский край,2008,107037.0,10703.7,107037.0,35,35,35
Пермский край,2009,19133.0,1913.3,115899.0,34,34,22
Пермский край,2010,14959.0,1495.9,103513.0,30,30,12
Пермский край,2011,20422.0,2042.2,113978.0,31,31,19
Пермский край,2012,11912.0,1191.2,104533.0,26,26,12
Пермский край,2013,5703.199999999999,570.3199999999998,82668.33,21,21,8
Пермский край,2014,9031.720000000001,903.172,83885.0,21,21,10
Пермский край,2015,3067.0,306.7,69830.0,18,18,5
Пермский край,2016,9839.0,983.9,65703.0,16,16,12
Пермский край,2017,7129.0,712.9,68236.0,19,19,9
Пермский край,2018,1716.0,171.60000000000002,63711.0,17,17,8
Пермский край,2019,4474.0,447.4,54930.0,16,16,7
Пермский край,2020,44759.01,4475.901,76216.21,19,19,18
Пермский край,2021,22956.11,2295.611,77235.69,17,17,14
Пермский край,2022,28963.659999999996,2896.366,84274.38,17,17,12
Пермский край,2023,18947.88,1894.788,89798.51,19,19,13
Пермский край,2024,8609.55,860.955,87155.32,18,18,8
Приморский край,2008,75110.76,7511.076,75110.76,23,23,23
Приморский край,2009,8490.86,849.086,57150.92,21,21,9
Приморский край,2010,20747.989999999998,2074.799,74669.0,19,19,13
Приморский край,2011,12717.249999999998,1271.725,68084.64,20,20,8
Приморский край,2012,78322.18,7832.218,143144.1,20,20,14
Приморский край,2013,24060.600000000002,2406.0600000000004,126812.1,18,18,12
Приморский край,2014,16745.3,1674.53,133348.0,21,21,13
Приморский край,2015,17449.0,1744.9,135398.0,19,19,12
Приморский край,2016,13560.0,1356.0,120387.0,16,16,10
Приморский край,2017,41734.0,4173.4,160985.0,11,11,9
Приморский край,2018,26309.0,2630.9,177177.0,10,10,7
Приморский край,2019,19916.0,1991.6,185632.0,8,8,5
Приморский край,2020,23959.009999999995,2395.901,147484.76,10,10,4
Приморский край,2021,122734.78,12273.478,200452.23,9,9,7
Приморский край,2022,26606.92,2660.692,185627.46,8,8,4
Приморский край,2023,37910.81,3791.080999999999,203586.09,8,8,5
Приморский край,2024,81072.93,8107.293,274718.74,9,9,7
Псковская область,2008,22661.0,2266.1,22661.0,20,20,20
Псковская область,2009,6579.0,657.9,25165.0,21,21,11
Псковская область,2010,1897.0,189.7,19702.0,19,19,3
Псковская область,2011,6418.0,641.8,22904.0,17,17,11
Псковская область,2012,1699.0,169.9,13354.0,8,8,3
Псковская область,2013,1077.0,107.69999999999999,10437.0,7,7,3
Псковская область,2014,4858.0,485.8,14636.0,7,7,4
Псковская область,2015,1589.0,158.9,10216.0,5,5,2
Псковская область,2016,9770.0,977.0,17344.0,2,2,2
Псковская область,2017,2232.0,223.20000000000002,22473.0,5,5,3
Псковская область,2018,1539.0,153.89999999999998,6963.0,3,3,3
Псковская область,2019,8477.0,847.7,16583.0,3,3,2
Псковская область,2020,5458.69,545.869,24049.21,4,4,3
Псковская область,2021,10134.38,1013.4379999999999,37417.82,5,5,4
Псковская область,2022,33892.630000000005,3389.2630000000004,72515.95000000001,8,8,6
Псковская область,2023,4331.1,433.11,46828.490000000005,7,7,2
Псковская область,2024,5196.410000000001,519.6410000000001,38779.09,6,6,2
Республика Адыгея,2008,137578.8,13757.88,137578.8,12,12,12
Республика Адыгея,2009,9601.550000000005,960.1550000000004,97174.1,10,10,6
Республика Адыгея,2010,15576.799999999997,1557.6799999999998,106937.92,9,9,6
Республика Адыгея,2011,16392.299999999996,1639.2299999999998,122651.48,9,9,6
Республика Адыгея,2012,90380.53,9038.053,211564.1,9,9,6
Республика Адыгея,2013,,,56250.409999999996,6,6,0
Республика Адыгея,2014,11172.810000000001,1117.2810000000002,134354.0,9,9,5
Республика Адыгея,2015,5206.0,520.6,59185.0,6,6,3
Республика Адыгея,2016,6994.0,699.4,54935.0,5,5,4
Республика Адыгея,2017,16215.0,1621.5,75294.0,5,5,2
Республика Адыгея,2018,6551.0,655.1,77025.0,5,5,3
Республика Адыгея,2019,8288.0,828.8,78561.0,4,4,2
Республика Адыгея,2020,13122.0,1312.2,91252.0,8,8,5
Республика Адыгея,2021,17326.230000000003,1732.6230000000005,157288.06,7,7,4
Республика Адыгея,2022,,,70007.52,5,5,0
Республика Адыгея,2023,7686.7100000000055,768.6710000000005,81211.52,6,6,3
Республика Адыгея,2024,15711.95,1571.1950000000002,88380.59,6,6,4
Республика Алтай,2008,1394.0,139.4,1394.0,6,6,6
Республика Алтай,2009,982.0,98.2,1708.0,5,5,1
Республика Алтай,2010,168.2,16.82,1387.2,5,5,3
Республика Алтай,2011,204.20000000000005,20.420000000000005,1205.7,5,5,1
Республика Алтай,2012,348.9,34.89,1502.2,5,5,3
Республика Алтай,2017,,,225.0,1,1,0
Республика Алтай,2018,38.0,3.8,263.0,1,1,1
Республика Алтай,2019,,,120.0,1,1,0
Республика Алтай,2022,971.0,97.1,1234.0,1,1,1
Республика Алтай,2023,,,434.0,1,1,0
Республика Башкортостан,2008,455194.0,45519.4,455194.0,54,54,54
Республика Башкортостан,2009,76675.0,7667.5,486248.0,56,56,32
Республика Башкортостан,2010,68477.0,6847.7,493967.0,54,54,27
Республика Башкортостан,2011,34236.1,3423.61,415314.4,54,54,20
Республика Башкортостан,2012,17577.4,1757.74,327472.0,54,54,18
Республика Башкортостан,2013,75354.0,7535.400000000001,366579.0,44,44,24
Республика Башкортостан,2014,10498.0,1049.8,319856.0,43,43,17
Республика Башкортостан,2015,50089.0,5008.9,335769.0,39,39,23
Республика Башкортостан,2016,90244.0,9024.4,425195.0,42,42,34
Республика Башкортостан,2017,72154.0,7215.400000000001,471750.0,45,45,27
Республика Башкортостан,2018,19734.0,1973.4,398008.0,38,38,6
Республика Башкортостан,2019,110145.0,11014.5,478759.0,39,39,31
Республика Башкортостан,2020,83278.41,8327.841,469506.72,36,36,21
Республика Башкортостан,2021,115389.97,11538.997,556468.5599999999,36,36,27
Республика Башкортостан,2022,92497.81,9249.780999999999,631097.56,37,37,28
Республика Башкортостан,2023,99271.16,9927.116,682793.73,38,38,14
Республика Башкортостан,2024,76452.18000000001,7645.218,607770.35,35,35,14
Республика Бурятия,2008,55615.0,5561.5,55615.0,11,11,11
Республика Бурятия,2009,1444.0,144.4,16798.0,13,13,5
Республика Бурятия,2010,2415.0,241.5,12396.0,12,12,7
Республика Бурятия,2011,6102.0,610.2,16804.0,16,16,9
Республика Бурятия,2012,3059.6,305.96,15161.4,10,10,6
Республика Бурятия,2013,490.0,49.0,7178.11,8,8,1
Республика Бурятия,2014,1198.1100000000001,119.811,7390.0,9,9,4
Республика Бурятия,2016,1428.0,142.79999999999998,6863.0,11,11,5
Республика Бурятия,2017,31.0,3.1,3002.0,3,3,1
Республика Бурятия,2018,654.0,65.4,4030.0,4,4,2
Республика Бурятия,2019,1830.0,183.0,4112.0,3,3,2
Республика Бурятия,2020,1672.29,167.22899999999998,5132.73,2,2,1
Республика Бурятия,2021,,,3602.9,2,2,0
Республика Бурятия,2022,755.7799999999997,75.57799999999997,3764.68,1,1,1
Республика Бурятия,2023,97.90000000000009,9.79000000000001,3862.58,1,1,1
Республика Бурятия,2024,1280.54,128.054,3308.9300000000003,2,2,1
Республика Дагестан,2009,6181.0,618.1,6181.0,18,18,18
Республика Дагестан,2010,2829.1,282.91,7063.1,13,13,10
Республика Дагестан,2012,1133.0,113.3,5276.0,13,13,7
Республика Дагестан,2013,7184.0,718.4,10781.0,10,10,6
Республика Дагестан,2014,2652.0,265.2,7236.0,11,11,5
Республика Дагестан,2015,1907.0,190.7,7774.0,8,8,4
Республика Дагестан,2016,1820.0,182.0,7985.0,12,12,8
Республика Дагестан,2017,1624.0,162.4,6368.0,3,3,3
Республика Дагестан,2018,1829.0,182.89999999999998,7319.0,4,4,2
Республика Дагестан,2019,2747.0,274.7,9837.0,4,4,4
Республика Дагестан,2020,647.5,64.75,8512.5,2,2,2
Республика Дагестан,2021,779.0,77.9,5481.0,3,3,1
Республика Дагестан,2022,,,200.0,1,1,0
Республика Ингушетия,2017,1697.0,169.7,1697.0,2,2,2
Республика Ингушетия,2018,1993.0,199.3,3640.0,3,3,2
Республика Ингушетия,2019,846.4000000000001,84.64000000000001,2285.4,2,2,1
Республика Ингушетия,2020,5469.4,546.94,6425.4,3,3,3
Республика Ингушетия,2021,4024.95,402.495,8552.55,5,5,3
Республика Ингушетия,2022,2212.71,221.271,8005.46,5,5,3
Республика Ингушетия,2023,1780.54,178.054,6133.0,4,4,2
Республика Ингушетия,2024,,,1259.0,1,1,0
Республика Калмыкия,2008,12832.1,1283.21,12832.1,6,6,6
Республика Калмыкия,2009,1781.2000000000003,178.12000000000003,10890.199999999999,6,6,4
Республика Калмыкия,2010,1552.1400000000003,155.21400000000003,10587.34,7,7,4
Республика Калмыкия,2011,5429.78,542.9780000000001,14733.82,7,7,4
Республика Калмыкия,2012,1314.3799999999999,131.438,13197.1,6,6,3
Республика Калмыкия,2013,655.3999999999996,65.53999999999996,8874.9,6,6,1
Республика Калмыкия,2014,225.0,22.5,7062.0,6,6,2
Республика Калмыкия,2015,6300.0,630.0,11068.0,5,5,2
Республика Калмыкия,2016,4675.0,467.5,11495.0,7,7,4
Республика Калмыкия,2017,,,3888.0,1,1,0
Республика Калмыкия,2018,4760.0,476.0,12706.0,3,3,2
Республика Калмыкия,2019,813.0,81.3,11749.0,3,3,1
Республика Калмыкия,2020,6754.779999999999,675.478,15463.779999999999,2,2,2
Республика Калмыкия,2021,2322.84,232.28400000000002,14427.63,2,2,1
Республика Калмыкия,2022,889.25,88.925,11429.039999999999,2,2,1
Республика Калмыкия,2023,8014.120000000001,801.412,19475.59,3,3,2
Республика Калмыкия,2024,6521.969999999999,652.1969999999999,25997.559999999998,3,3,3
Республика Карелия,2009,1358.0,135.8,1358.0,1,1,1
Республика Карелия,2010,,,1233.0,1,1,0
Республика Карелия,2011,1664.0,166.39999999999998,2897.0,4,4,4
Республика Карелия,2012,866.5999999999999,86.66,3441.6000000000004,5,5,3
Республика Карелия,2014,,,2265.0,2,2,0
Республика Карелия,2015,148.0,14.8,2329.0,2,2,1
Республика Карелия,2016,359.0,35.9,1688.0,2,2,1
Республика Карелия,2018,1470.0,147.0,3066.0,1,1,1
Республика Карелия,2019,,,2934.0,1,1,0
Республика Карелия,2020,712.0999999999999,71.21,3646.1,1,1,1
Республика Карелия,2021,,,3505.0,1,1,0
Республика Коми,2008,3733.5299999999997,373.353,3733.5299999999997,10,10,10
Республика Коми,2009,1247.26,124.72599999999998,4147.85,9,9,8
Республика Коми,2010,2097.06,209.70600000000002,6216.59,11,11,7
Республика Коми,2011,1068.75,106.87499999999999,6370.93,10,10,6
Республика Коми,2012,502.61000000000007,50.26100000000001,6116.379999999999,12,12,6
Республика Коми,2013,349.93999999999994,34.99399999999999,4815.25,11,11,4
Республика Коми,2014,1980.0300000000002,198.00300000000001,6031.58,11,11,8
Республика Коми,2015,234.42000000000004,23.442000000000004,4693.0,9,9,5
Республика Коми,2016,631.0,63.1,3459.0,10,10,6
Республика Коми,2017,199.0,19.9,1217.0,2,2,1
Республика Коми,2018,409.0,40.9,1626.0,2,2,2
Республика Коми,2019,24.0,2.4,970.0,2,2,1
Республика Коми,2020,85.89999999999998,8.589999999999998,850.3,2,2,1
Республика Коми,2021,129.14999999999998,12.914999999999997,568.55,1,1,1
Республика Коми,2022,277.64,27.764,1168.77,2,2,1
Республика Коми,2023,1796.2000000000003,179.62,3012.17,3,3,3
Республика Коми,2024,7.240000000000009,0.7240000000000009,1879.14,1,1,1
Республика Крым,2014,64268.0,6426.8,64268.0,15,15,15
Республика Крым,2015,11023.0,1102.3,57969.0,14,14,7
Республика Крым,2016,22192.0,2219.2,78359.0,14,14,10
Республика Крым,2017,42289.0,4228.900000000001,119939.0,14,14,13
Республика Крым,2018,11083.0,1108.3000000000002,109669.0,14,14,6
Республика Крым,2019,4336.0,433.6,85162.0,13,13,5
Республика Крым,2020,15687.0,1568.7,96918.0,14,14,9
Республика Крым,2021,22186.44,2218.6440000000002,110989.21,14,14,9
Республика Крым,2022,8318.57,831.8569999999999,107085.77,14,14,6
Республика Крым,2023,23398.36,2339.836,114735.52,14,14,9
Республика Крым,2024,17588.480000000003,1758.8480000000004,116239.36,14,14,8
Республика Марий Эл,2008,37723.0,3772.2999999999997,37723.0,13,13,13
Республика Марий Эл,2009,4253.0,425.3,35475.0,12,12,7
Республика Марий Эл,2010,3986.0,398.59999999999997,33147.0,12,12,6
Республика Марий Эл,2011,15621.61,1562.161,48399.88,13,13,9
Республика Марий Эл,2012,1942.1999999999998,194.21999999999997,29960.39,12,12,2
Республика Марий Эл,2013,4947.300000000001,494.7300000000001,26473.49,9,9,6
Республика Марий Эл,2014,963.9099999999999,96.39099999999999,22109.0,8,8,2
Республика Марий Эл,2015,2437.0,243.7,24595.0,12,12,3
Республика Марий Эл,2016,7800.0,780.0,29388.0,9,9,9
Республика Марий Эл,2017,16369.0,1636.9,29181.0,5,5,3
Республика Марий Эл,2018,2608.0,260.8,20403.0,6,6,4
Республика Марий Эл,2019,39648.0,3964.8,64795.0,8,8,7
Республика Марий Эл,2020,16040.820000000002,1604.082,59665.04,9,9,5
Республика Марий Эл,2021,14071.259999999998,1407.1259999999997,65800.19,10,10,6
Республика Марий Эл,2022,7652.990000000003,765.2990000000002,65726.13,9,9,7
Республика Марий Эл,2023,10403.869999999999,1040.387,69789.45,9,9,5
Республика Марий Эл,2024,4487.239999999997,448.7239999999997,67720.73999999999,8,8,4
Республика Мордовия,2008,479131.5,47913.15,479131.5,23,23,23
Республика Мордовия,2009,55222.6,5522.259999999999,452096.2,23,23,11
Республика Мордовия,2010,32772.0,3277.2,407824.07,23,23,8
Республика Мордовия,2011,42335.53,4233.553,429377.4,23,23,15
Республика Мордовия,2012,5044.9800000000005,504.49800000000005,357310.54000000004,23,23,3
Республика Мордовия,2013,7598.030000000001,759.8030000000001,292542.87,23,23,5
Республика Мордовия,2014,34515.240000000005,3451.5240000000003,278796.0,22,22,6
Республика Мордовия,2015,34897.0,3489.7,297592.0,22,22,15
Республика Мордовия,2016,35119.0,3511.8999999999996,323221.0,22,22,14
Республика Мордовия,2017,55021.0,5502.1,347139.0,19,19,14
Республика Мордовия,2018,,,6714.0,1,1,0
Республика Мордовия,2019,685.0,68.5,7399.0,1,1,1
Республика Мордовия,2020,111100.31,11110.031,438145.95,19,19,15
Республика Мордовия,2021,73719.52,7371.952,465771.04000000004,19,19,9
Республика Мордовия,2022,32986.69,3298.6690000000003,472264.41,19,19,7
Республика Мордовия,2023,80248.14,8024.814,542195.14,20,20,14
Республика Мордовия,2024,31003.73,3100.373,469394.33,19,19,9
Республика Саха (Якутия),2008,3025.4,302.53999999999996,3025.4,14,14,14
Республика Саха (Якутия),2009,1490.0400000000002,149.00400000000002,3389.7400000000002,12,12,7
Республика Саха (Якутия),2010,141.0,14.1,1785.45,8,8,4
Республика Саха (Якутия),2011,2388.5099999999998,238.85099999999997,3737.68,8,8,4
Республика Саха (Якутия),2012,879.46,87.946,3734.04,10,10,8
Республика Саха (Якутия),2013,1528.5,152.85,4091.0,2,2,2
Республика Саха (Якутия),2014,265.0,26.5,4093.0,2,2,1
Республика Саха (Якутия),2015,387.0,38.7,2905.0,3,3,1
Республика Саха (Якутия),2016,737.56,73.756,3599.0,5,5,3
Республика Саха (Якутия),2017,1108.0,110.8,3655.0,2,2,2
Республика Саха (Якутия),2018,145.0,14.5,2669.0,3,3,1
Республика Саха (Якутия),2019,,,1663.0,2,2,0
Республика Саха (Якутия),2020,2271.25,227.125,4197.75,4,4,3
Республика Саха (Якутия),2021,,,987.5,2,2,0
Республика Саха (Якутия),2022,129.5,12.950000000000001,2532.06,3,3,2
Республика Саха (Якутия),2023,,,138.0,1,1,0
Республика Саха (Якутия),2024,29.0,2.9,1128.22,2,2,1
Республика Северная Осетия — Алания,2008,44366.0,4436.6,44366.0,46,46,46
Республика Северная Осетия — Алания,2009,2304.0,230.39999999999998,28564.0,41,41,10
Республика Северная Осетия — Алания,2010,8346.0,834.6,22481.0,8,8,5
Республика Северная Осетия — Алания,2011,4566.0,456.6,20792.0,8,8,3
Республика Северная Осетия — Алания,2012,2218.0,221.8,21327.0,8,8,5
Республика Северная Осетия — Алания,2013,8664.0,866.4000000000001,26318.0,8,8,6
Республика Северная Осетия — Алания,2014,8728.0,872.8,32959.0,8,8,4
Республика Северная Осетия — Алания,2015,5738.0,573.8000000000001,33379.0,8,8,3
Республика Северная Осетия — Алания,2016,3509.0,350.9,32696.0,9,9,4
Республика Северная Осетия — Алания,2017,17238.0,1723.8,45716.0,9,9,7
Республика Северная Осетия — Алания,2018,2881.0,288.09999999999997,37082.0,8,8,2
Республика Северная Осетия — Алания,2019,5005.0,500.5,33654.0,7,7,3
Республика Северная Осетия — Алания,2020,18699.28,1869.9279999999999,54712.34,9,9,6
Республика Северная Осетия — Алания,2021,9863.269999999999,986.327,44372.83,7,7,3
Республика Северная Осетия — Алания,2022,12352.59,1235.259,34720.369999999995,6,6,3
Республика Татарстан,2008,2012082.36,201208.236,2012082.36,43,43,43
Республика Татарстан,2009,113275.98000000001,11327.598,1861480.5,43,43,18
Республика Татарстан,2010,89423.0,8942.3,1706458.49,43,43,17
Республика Татарстан,2011,112709.37,11270.937,1502328.57,43,43,13
Республика Татарстан,2012,17196.260000000002,1719.6260000000002,1218718.97,43,43,7
Республика Татарстан,2013,113551.43999999999,11355.143999999998,1209587.3,43,43,18
Республика Татарстан,2014,86049.37,8604.937,1071248.0,43,43,10
Республика Татарстан,2015,96588.0,9658.8,974054.0,43,43,19
Республика Татарстан,2016,105513.0,10551.3,1027012.0,43,43,23
Республика Татарстан,2017,401537.0,40153.7,1361212.0,41,41,38
Республика Татарстан,2018,34934.0,3493.4,1136678.0,42,42,8
