Region,Year,Crop,Sown_Area_Ha,Gross_Harvest_Ton,Harvested_Area_Ha_Est,Mineral_Fertilizer_Ton_Total,Organic_Fertilizer_Ton_Total,Mineral_Fertilizer_Kg_Per_Ha_Proxy,Organic_Fertilizer_Ton_Per_Ha_Proxy,Has_Mineral_Fertilizer_Data,Has_Organic_Fertilizer_Data,Log_Mineral_Fertilizer_Kg_Total,Log_Organic_Fertilizer_Ton_Total,Log_Mineral_Fertilizer_Kg_Per_Ha_Proxy,Log_Organic_Fertilizer_Ton_Per_Ha_Proxy,Yield_tons_per_hectare
Алтайский край,2008.0,Maize,3209.0,45093.7,3209.059208653572,81.2,,25.303832969772515,,1,0,11.304682841344873,,3.269714668860167,,14.052
Алтайский край,2008.0,Maize,3153.0,62521.5,3153.0334358767464,221.3,,70.18712337456391,,1,0,12.307279044781756,,4.265311950581485,,19.829
Алтайский край,2008.0,Wheat,5688.0,10560.3,5412.762685802152,221.3,,38.906469760900144,,1,0,12.307279044781756,,3.686538460147019,,1.9510000000000003
Алтайский край,2008.0,Barley,3584.0,3598.7000000000003,3584.3625498007973,296.0,,82.58928571428571,,1,0,12.598118111678868,,4.425915350564921,,1.004
Алтайский край,2008.0,Wheat,70217.06,37932.0,56699.55156950672,164.8,,2.3470079778333077,,1,0,12.012493964400264,,1.208066805803674,,0.669
Алтайский край,2008.0,Soybean,,3.6,73.46938775510205,62.8,,,,1,0,11.047726275896393,,,,0.049
Алтайский край,2008.0,Wheat,15454.0,21389.6,15454.913294797689,71.60000000000001,,4.633104697812864,,1,0,11.178864319331652,,1.728660746250211,,1.384
Алтайский край,2008.0,Barley,1475.0,55.400000000000006,255.29953917050693,4.0,,2.711864406779661,,1,0,8.294299608857235,,1.3115342859107813,,0.217
Алтайский край,2008.0,Wheat,100.0,100.0,100.0,4.0,,40.0,,1,0,8.294299608857235,,3.713572066704308,,1.0
Алтайский край,2008.0,Maize,946.0,6071.8,946.0579619819256,34.6,,36.57505285412263,,1,0,10.451637862362272,,3.6263403422680582,,6.418000000000001
Алтайский край,2008.0,Barley,10882.0,11189.9,10626.685660018997,14.8,,1.3600441095386877,,1,0,9.60245002503719,,0.8586803093453486,,1.053
Алтайский край,2008.0,Soybean,,604.6,662.2124863088718,515.3000000000001,,,,1,0,13.152506474931547,,,,0.913
Алтайский край,2008.0,Barley,3654.0,5874.3,3653.171641791045,515.3000000000001,,141.02353585112206,,1,0,13.152506474931547,,4.955992789297442,,1.608
Алтайский край,2008.0,Maize,1887.0,25859.2,1886.9819030939875,293.0,,155.27291997880232,,1,0,12.587931300962664,,5.051603965723233,,13.704
Алтайский край,2008.0,Wheat,27574.75,44430.4,27579.39168218497,293.0,,10.6256629706525,,1,0,12.587931300962664,,2.453214979580835,,1.611
Алтайский край,2008.0,Barley,12165.0,7602.0,9834.411384217334,20.6,,1.693382655158241,,1,0,9.933094897288786,,0.9907978962559744,,0.7730000000000001
Алтайский край,2008.0,Wheat,1500.0,900.0,1500.0,20.6,,13.733333333333333,,1,0,9.933094897288786,,2.690112500415543,,0.6000000000000001
Белгородская область,2008.0,Soybean,,3464.5,3705.347593582888,6016.8,,,,1,0,15.61006628069562,,,,0.935
Белгородская область,2008.0,Barley,15147.1,57508.89000000001,15145.875691335266,6016.8,,397.2245512342296,,1,0,15.61006628069562,,5.987016045264955,,3.797
Белгородская область,2008.0,Maize,7283.8,24091.800000000003,7282.889963724305,3066.6000000000004,,421.0165023751338,,1,0,14.936080340078416,,6.04504441842577,,3.308
Белгородская область,2008.0,Barley,15897.03,56752.3,15897.002801120449,8967.9,,564.1242420754065,,1,0,16.00916220442253,,6.33704560445113,,3.5700000000000003
Белгородская область,2008.0,Barley,5.0,10.0,5.0,8967.9,,1793580.0,,1,0,16.00916220442253,,14.399724738023584,,2.0
Белгородская область,2008.0,Maize,4404.0,10381.6,3917.5849056603774,8509.4,,1932.1980018165305,,1,0,15.956682110293135,,7.566930906355937,,2.6500000000000004
Белгородская область,2008.0,Maize,1767.0,21536.800000000003,1767.0495569412535,8509.4,,4815.732880588568,,1,0,15.956682110293135,,8.479851151612978,,12.188
Белгородская область,2008.0,Wheat,20546.0,101909.2,20546.20967741936,8509.4,,414.1633407962621,,1,0,15.956682110293135,,6.028672035073725,,4.960000000000001
Белгородская область,2008.0,Soybean,,1554.5,929.16915720263,5305.400000000001,,,,1,0,15.48423591624043,,,,1.673
Белгородская область,2008.0,Soybean,929.0,1635.3000000000002,929.1477272727273,5305.400000000001,,5710.871905274489,,1,0,15.48423591624043,,8.650302078220781,,1.7600000000000002
Белгородская область,2008.0,Maize,8589.0,27966.9,8589.34275184275,3507.5,,408.37117242985215,,1,0,15.070414376062065,,6.014622256556133,,3.256
Белгородская область,2008.0,Barley,15349.8,68938.5,15350.367401469606,3507.5,,228.50460592320425,,1,0,15.070414376062065,,5.435923098681366,,4.491
Белгородская область,2008.0,Wheat,9675.5,43450.3,9674.972166555332,3507.5,,362.5135651904295,,1,0,15.070414376062065,,5.895816614545296,,4.491
Белгородская область,2008.0,Barley,13373.98,45482.52,13373.27844751544,3900.1,,291.6185009997024,,1,0,15.17651300820044,,5.678869716251167,,3.401
Белгородская область,2008.0,Maize,1275.0,14329.56,1213.0330991280794,2470.6000000000004,,1937.7254901960785,,1,0,14.719971998844748,,7.56978607234563,,11.813
Белгородская область,2008.0,Soybean,,1041.75,1498.9208633093524,2470.6000000000004,,,,1,0,14.719971998844748,,,,0.6950000000000001
Белгородская область,2008.0,Soybean,1548.0,1064.3,1499.0140845070423,2470.6000000000004,,1595.9948320413437,,1,0,14.719971998844748,,7.375878912168038,,0.71
Белгородская область,2008.0,Wheat,3.0,9.9,3.0,2470.6000000000004,,823533.3333333334,,1,0,14.719971998844748,,13.621360519695935,,3.3000000000000003
Белгородская область,2008.0,Wheat,16701.7,74929.44,16702.95140436915,2470.6000000000004,,147.92506152068353,,1,0,14.719971998844748,,5.003443236613094,,4.486
Белгородская область,2008.0,Maize,6034.0,17622.3,6032.9681615884965,8127.6,,1346.9671859463042,,1,0,15.91077635802854,,7.206352948406158,,2.9210000000000003
Белгородская область,2008.0,Wheat,24860.2,118854.46000000002,24859.749006484,8127.6,,326.93220488974345,,1,0,15.91077635802854,,5.792806894611005,,4.781000000000001
Белгородская область,2008.0,Soybean,1676.0,1872.3,1676.1862130707252,3750.5,,2237.7684964200475,,1,0,15.137399989022908,,7.713681215281628,,1.117
Белгородская область,2008.0,Soybean,,1596.8000000000002,1675.5508919202518,3750.5,,,,1,0,15.137399989022908,,,,0.953
Белгородская область,2008.0,Wheat,553.6,2571.1000000000004,553.6391042204996,3750.5,,6774.74710982659,,1,0,15.137399989022908,,8.821104914181264,,4.644
Белгородская область,2008.0,Soybean,,1248.2,2009.9838969404184,7117.200000000001,,,,1,0,15.7780250881195,,,,0.621
Белгородская область,2008.0,Wheat,11.0,36.2,10.99969614099058,7117.200000000001,,647018.1818181818,,1,0,15.7780250881195,,13.380131220366875,,3.291
Белгородская область,2008.0,Maize,4317.5,13327.9,4309.052699644359,5124.400000000001,,1186.8905616676318,,1,0,15.449524198109192,,7.079934375870909,,3.093
Белгородская область,2008.0,Barley,9959.8,30786.1,9934.204582123266,5124.400000000001,,514.5083234603105,,1,0,15.449524198109192,,6.245153449709419,,3.099
Белгородская область,2008.0,Wheat,25283.2,104929.4,25284.192771084337,5124.400000000001,,202.6800405012024,,1,0,15.449524198109192,,5.316550333656299,,4.15
Белгородская область,2008.0,Maize,5123.0,90583.8,4872.978643283663,5127.0,,1000.780792504392,,1,0,15.450031445811655,,6.909534487755476,,18.589
Белгородская область,2008.0,Maize,8708.0,39032.3,8697.036541889482,5127.0,,588.768948093707,,1,0,15.450031445811655,,6.379730846798715,,4.488
Белгородская область,2008.0,Wheat,2.0,6.6000000000000005,2.0,5127.0,,2563500.0,,1,0,15.450031445811655,,14.756884460297488,,3.3000000000000003
Белгородская область,2008.0,Maize,2515.0,24762.800000000003,2214.9194991055456,4641.1,,1845.3677932405567,,1,0,15.350462180537686,,7.520975633159352,,11.18
Белгородская область,2008.0,Maize,7325.0,16302.4,7156.453028972783,4641.1,,633.5972696245734,,1,0,15.350462180537686,,6.452990576625773,,2.278
Белгородская область,2008.0,Wheat,21.0,58.1,20.99747018431514,4641.1,,221004.7619047619,,1,0,15.350462180537686,,12.30594405212727,,2.7670000000000003
Белгородская область,2008.0,Maize,2229.0,35355.0,2229.0523926612445,5690.6,,2552.9834006280844,,1,0,15.554326424426284,,7.845409537208829,,15.861000000000002
Белгородская область,2008.0,Soybean,1401.0,1478.0,1400.947867298578,5690.6,,4061.8129907209136,,1,0,15.554326424426284,,8.30963086754003,,1.0550000000000002
Белгородская область,2008.0,Soybean,,1348.8000000000002,1400.6230529595014,5690.6,,,,1,0,15.554326424426284,,,,0.963
Белгородская область,2008.0,Wheat,3.0,9.8,2.999693908784818,5690.6,,1896866.6666666667,,1,0,15.554326424426284,,14.45571448721484,,3.2670000000000003
Белгородская область,2008.0,Wheat,15490.1,64466.34,15485.548883017054,5690.6,,367.37012672610246,,1,0,15.554326424426284,,5.909088211858992,,4.163
Белгородская область,2008.0,Soybean,,2223.9,3232.4127906976746,5311.400000000001,,,,1,0,15.485366200225902,,,,0.6880000000000001
Белгородская область,2008.0,Maize,3131.8,5844.330000000001,3090.602855631941,2379.2000000000003,,759.6909125742384,,1,0,14.682275274997288,,6.63422711579576,,1.891
Белгородская область,2008.0,Maize,7201.0,70767.28000000001,7201.310674671823,2379.2000000000003,,330.39855575614496,,1,0,14.682275274997288,,5.803321746974955,,9.827
Белгородская область,2008.0,Wheat,18845.0,77641.77,18845.08980582524,2379.2000000000003,,126.25099495887504,,1,0,14.682275274997288,,4.84616147433032,,4.12
Белгородская область,2008.0,Maize,5289.7,80127.40000000001,5249.780514970845,5167.3,,976.8606915326012,,1,0,15.45786105987878,,6.88536721769326,,15.263
Белгородская область,2008.0,Wheat,34.7,131.6,34.69549169522805,5167.3,,148913.54466858789,,1,0,15.45786105987878,,11.911127894684638,,3.793
Белгородская область,2008.0,Maize,3634.0,11604.6,3634.3877231443785,5845.3,,1608.503026967529,,1,0,15.58114864856837,,7.383680731425215,,3.193
Белгородская область,2008.0,Maize,5145.0,83253.3,5145.127000803412,5845.3,,1136.1127308066084,,1,0,15.58114864856837,,7.036247636422906,,16.181
Белгородская область,2008.0,Soybean,1334.0,1622.1,1324.1632653061224,5845.3,,4381.784107946027,,1,0,15.58114864856837,,8.385439442519834,,1.225
Белгородская область,2008.0,Barley,12746.0,52217.5,12714.26832237643,5845.3,,458.5987760866154,,1,0,15.58114864856837,,6.130353882974134,,4.107
Белгородская область,2008.0,Wheat,14113.9,64722.4,14085.397170837869,5845.3,,414.1520061783065,,1,0,15.58114864856837,,6.028644733114301,,4.595000000000001
Владимирская область,2008.0,Maize,200.0,6764.6,200.0,174.9,,874.5,,1,0,12.071975378543236,,6.774795151725907,,33.823
Владимирская область,2008.0,Maize,150.0,1088.9,150.00688800110208,422.6,,2817.333333333333,,1,0,12.954183750465129,,7.943900972664571,,7.259
Владимирская область,2008.0,Maize,605.0,5892.0,604.9902454050724,299.3,,494.7107438016529,,1,0,12.60920503496451,,6.205992578791354,,9.739
Владимирская область,2008.0,Wheat,74.0,106.8,74.01247401247402,299.3,,4044.5945945945946,,1,0,12.60920503496451,,8.305383813645292,,1.443
Владимирская область,2008.0,Barley,85.0,50.2,36.27167630057804,25.700000000000003,,302.3529411764706,,1,0,10.154285180632154,,5.714896949994743,,1.384
Владимирская область,2008.0,Wheat,162.0,284.90000000000003,161.96702671972713,25.700000000000003,,158.64197530864195,,1,0,10.154285180632154,,5.072933653623413,,1.759
Владимирская область,2008.0,Barley,91.0,72.0,76.02956705385427,4.2,,46.15384615384615,,1,0,8.343077871169383,,3.8534155784746735,,0.947
Владимирская область,2008.0,Wheat,111.74,97.263,64.24240422721267,193.5,,1731.698586003222,,1,0,12.173037959397275,,7.457435348450918,,1.5140000000000002
Владимирская область,2008.0,Barley,341.0,127.3,246.2282398452612,68.8,,201.75953079178885,,1,0,11.138973558699526,,5.312020699495084,,0.517
Владимирская область,2008.0,Maize,1230.0,15444.0,740.0095831336847,1220.8,,992.520325203252,,1,0,14.015017758646987,,6.901254519964037,,20.87
Владимирская область,2008.0,Barley,975.0,1537.6,646.8657972233908,376.7000000000001,,386.3589743589744,,1,0,12.839207048308944,,5.959351845414078,,2.377
Владимирская область,2008.0,Wheat,1966.0,3291.4,1521.6828478964403,376.7000000000001,,191.60732451678533,,1,0,12.839207048308944,,5.260653528323082,,2.163
Владимирская область,2008.0,Wheat,43.0,52.0,43.01075268817204,46.6,,1083.7209302325582,,1,0,10.74937727911096,,6.989078025732193,,1.209
Владимирская область,2008.0,Maize,1950.0,7504.5,1204.9614643545278,458.43000000000006,,235.09230769230768,,1,0,13.035565068623146,,5.464222862841973,,6.228000000000001
Владимирская область,2008.0,Maize,1099.0,19835.4,1098.9750124660643,254.1,,231.2101910828025,,1,0,12.445487104758993,,5.447642957546176,,18.049000000000003
Владимирская область,2008.0,Wheat,586.0,656.7,335.05102040816325,254.1,,433.617747440273,,1,0,12.445487104758993,,6.074466903252411,,1.96
Владимирская область,2008.0,Maize,4466.0,59187.2,4341.147132169576,1928.1,,431.72861621137486,,1,0,14.47204613867265,,6.070110779112428,,13.634
Владимирская область,2008.0,Wheat,2802.5,5005.700000000001,2556.537282941777,1928.1,,687.992863514719,,1,0,14.47204613867265,,6.535230913216503,,1.958
Владимирская область,2008.0,Wheat,1207.0,2940.0,1206.896551724138,1928.1,,1597.4316487158244,,1,0,14.47204613867265,,7.376778207945905,,2.436
Владимирская область,2008.0,Barley,135.0,100.2,90.02695417789757,71.9,,532.5925925925926,,1,0,11.18304545181826,,6.279632612557144,,1.1130000000000002
Владимирская область,2008.0,Barley,8359.4,15212.167,7199.321817321345,3124.5,,373.7708447974735,,1,0,14.954785148402433,,5.926314758644529,,2.113
Владимирская область,2008.0,Maize,5605.0,51425.9,5365.247782994262,4274.0,,762.5334522747547,,1,0,15.268060948834062,,6.637956938073135,,9.585
Владимирская область,2008.0,Soybean,,59.5,517.3913043478261,4274.0,,,,1,0,15.268060948834062,,,,0.1149999999999999
Владимирская область,2008.0,Soybean,767.0,69.8,517.037037037037,4274.0,,5572.3598435462845,,1,0,15.268060948834062,,8.625753354576426,,0.135
Волгоградская область,2008.0,Maize,5402.0,17495.9,4819.807162534436,1161.7,,215.0499814883377,,1,0,13.965395868308631,,5.375509776695632,,3.63
Волгоградская область,2008.0,Wheat,35675.0,101455.9,35598.56140350877,1161.7,,32.56341976173791,,1,0,13.965395868308631,,3.513436776340156,,2.85
Волгоградская область,2008.0,Barley,382.0,254.4,379.7014925373134,58.1,,152.09424083769633,,1,0,10.96993815439584,,5.03105368495869,,0.67
Волгоградская область,2008.0,Wheat,3800.0,6805.3,3419.748743718593,58.1,,15.289473684210526,,1,0,10.96993815439584,,2.79051911295821,,1.99
Волгоградская область,2008.0,Maize,1.0,3.9,1.0,705.2,,705200.0,,1,0,13.466238147542285,,13.466238147542285,,3.9
Волгоградская область,2008.0,Wheat,16347.0,39422.2,16357.759336099583,705.2,,43.13941395974797,,1,0,13.466238147542285,,3.787353123888344,,2.41
Волгоградская область,2008.0,Maize,7831.0,17466.8,7187.98353909465,1967.2,,251.20674243391647,,1,0,14.492122278220712,,5.530249157645769,,2.43
Волгоградская область,2008.0,Barley,11375.0,11554.5,11327.94117647059,1967.2,,172.94065934065935,,1,0,14.492122278220712,,5.15871420277568,,1.02
Волгоградская область,2008.0,Wheat,39351.0,98242.2,39296.88,1967.2,,49.99110568981729,,1,0,14.492122278220712,,3.931651219276308,,2.5
Волгоградская область,2008.0,Wheat,155.0,90.5,156.0344827586207,123.5,,796.7741935483871,,1,0,11.72400453218338,,6.681825591929313,,0.58
Волгоградская область,2008.0,Wheat,35187.0,73283.0,35232.21153846154,123.5,,3.5098189672322166,,1,0,11.72400453218338,,1.5062570124056656,,2.08
Волгоградская область,2008.0,Wheat,2622.0,4372.8,2618.443113772455,2135.2000000000003,,814.3401983218916,,1,0,14.574071345412545,,6.703605447398703,,1.67
Волгоградская область,2008.0,Maize,3065.0,7589.700000000001,3060.3629032258063,1468.3000000000002,,479.0538336052202,,1,0,14.199616508010529,,6.173898250957429,,2.4800000000000004
Волгоградская область,2008.0,Wheat,6489.0,7066.8,5653.44,1468.3000000000002,,226.2752350130991,,1,0,14.199616508010529,,5.426161772054683,,1.25
Волгоградская область,2008.0,Maize,173.0,592.5,122.9253112033195,588.9,,3404.0462427745665,,1,0,13.286013367012387,,8.133013799335613,,4.82
Волгоградская область,2008.0,Wheat,38759.0,82018.5,38687.97169811321,588.9,,15.193890451250033,,1,0,13.286013367012387,,2.784634038467053,,2.12
Волгоградская область,2008.0,Wheat,70887.0,198466.1,70628.50533807829,54.7,,0.7716506552682438,,1,0,10.909637269778615,,0.57191168560702,,2.8100000000000005
Волгоградская область,2008.0,Wheat,1821.0,1776.4,1675.8490566037735,811.2,,445.4695222405272,,1,0,13.606271144559914,,6.101371138727047,,1.06
Волгоградская область,2008.0,Wheat,60.0,57.0,60.0,950.5,,15841.666666666666,,1,0,13.76474449298792,,9.670462001367468,,0.95
Волгоградская область,2008.0,Wheat,46120.0,185078.9,46154.3391521197,950.5,,20.60928013876843,,1,0,13.76474449298792,,3.0731228584770705,,4.010000000000001
Волгоградская область,2008.0,Maize,190.0,55.400000000000006,128.8372093023256,243.9,,1283.6842105263158,,1,0,12.404517684236607,,7.158268216564524,,0.43
Волгоградская область,2008.0,Barley,2682.0,1979.6,2570.909090909091,128.0,,47.72557792692021,,1,0,11.759793355371237,,3.886204106317028,,0.77
Волгоградская область,2008.0,Soybean,50.0,25.0,50.0,573.4,,11468.0,,1,0,13.259340576413145,,9.347403022364524,,0.5
Волгоградская область,2008.0,Soybean,,23.700000000000003,50.42553191489362,573.4,,,,1,0,13.259340576413145,,,,0.47
Волгоградская область,2008.0,Maize,8401.0,39829.7,7887.069306930693,3474.8,,413.6174264968456,,1,0,15.061047769154207,,6.02735623118986,,5.050000000000001
Волгоградская область,2008.0,Barley,10932.0,18780.6,10670.795454545454,3474.8,,317.8558360775704,,1,0,15.061047769154207,,5.764739076114458,,1.7600000000000002
Волгоградская область,2008.0,Wheat,64387.0,219194.0,63904.95626822158,3474.8,,53.96741578268905,,1,0,15.061047769154207,,4.006740569355619,,3.43
Волгоградская область,2008.0,Soybean,208.0,202.0,208.2474226804124,993.0,,4774.038461538462,,1,0,13.808486950076148,,8.471157307654844,,0.97
Волгоградская область,2008.0,Maize,3003.0,9769.0,3005.846153846154,689.6,,229.63702963702963,,1,0,13.443868448446578,,5.440845174462224,,3.25
Волгоградская область,2008.0,Maize,15481.0,68265.8,15409.887133182843,3757.4,,242.7104192235644,,1,0,15.13923805295678,,5.495980714019907,,4.43
Волгоградская область,2008.0,Barley,5283.0,10921.3,5250.625,6326.1,,1197.4446337308348,,1,0,15.660194648575478,,7.08877985650434,,2.08
Волгоградская область,2008.0,Wheat,96292.0,265263.2,96109.85507246376,452.0,,4.694055580941304,,1,0,13.021439671201302,,1.7394227501256094,,2.76
Волгоградская область,2008.0,Maize,479.0,975.4,478.1372549019608,623.2,,1301.0438413361169,,1,0,13.342624378158698,,7.17169049450278,,2.04
Волгоградская область,2008.0,Wheat,250.0,250.0,250.0,896.2,,3584.8,,1,0,13.705919997155918,,8.184736880161326,,1.0
Волгоградская область,2008.0,Maize,620.0,5022.3,620.0370370370371,150.5,,242.74193548387095,,1,0,11.921725007667265,,5.496110024136254,,8.1
Волгоградская область,2008.0,Wheat,39103.0,77314.1,38464.7263681592,150.5,,3.848809554254149,,1,0,11.921725007667265,,1.578733222089837,,2.01
Волгоградская область,2008.0,Maize,2704.0,2049.6,976.0,1557.8000000000002,,576.1094674556213,,1,0,14.258785769398708,,6.358031966807831,,2.1
Волгоградская область,2008.0,Wheat,45904.0,142548.7,45835.59485530546,1557.8000000000002,,33.93604043220634,,1,0,14.258785769398708,,3.553518973504732,,3.1100000000000003
Волгоградская область,2008.0,Wheat,170.0,93.2,169.45454545454547,310.0,,1823.5294117647056,,1,0,12.644330802262578,,7.509077376198586,,0.55
Волгоградская область,2008.0,Maize,11033.0,26169.800000000003,10681.551020408164,3100.0,,280.9752560500317,,1,0,14.946912992035967,,5.641819322584905,,2.45
Волгоградская область,2008.0,Barley,6813.0,6544.700000000001,6817.395833333334,533.3000000000001,,78.27682371936005,,1,0,13.18684127170413,,4.372945825134384,,0.96
Волгоградская область,2008.0,Maize,864.0,708.2,863.6585365853659,2928.2000000000003,,3389.1203703703704,,1,0,14.889898799248188,,8.128620707228006,,0.82
