Region,Year,Crop,Sown_Area_Ha,Gross_Harvest_Ton,Harvested_Area_Ha_Est,Mineral_Fertilizer_Ton_Total,Organic_Fertilizer_Ton_Total,Mineral_Fertilizer_Kg_Per_Ha_Proxy,Organic_Fertilizer_Ton_Per_Ha_Proxy,Has_Mineral_Fertilizer_Data,Has_Organic_Fertilizer_Data,Log_Mineral_Fertilizer_Kg_Total,Log_Organic_Fertilizer_Ton_Total,Log_Mineral_Fertilizer_Kg_Per_Ha_Proxy,Log_Organic_Fertilizer_Ton_Per_Ha_Proxy,Yield_tons_per_hectare
Ростовская область,2008.0,Maize,1.0,7.7,1.0,7649.400000000001,,7649400.0,,1,0,15.850137902083468,,15.850137902083468,,7.7
Ростовская область,2008.0,Maize,82.0,199.3,82.01646090534979,7649.400000000001,,93285.36585365854,,1,0,15.850137902083468,,11.443429243827577,,2.43
Ростовская область,2008.0,Wheat,111.0,348.5,110.98726114649682,5430.5,,48923.42342342343,,1,0,15.507541952847316,,10.798032007287802,,3.14
Ростовская область,2008.0,Maize,2.0,20.0,2.0,4135.400000000001,,2067700.0,,1,0,15.235094858763354,,14.541947920017895,,10.0
Ростовская область,2008.0,Barley,225.0,675.0,225.0,8418.2,,37414.22222222222,,1,0,15.945906705433153,,10.52983291188536,,3.0
Ростовская область,2008.0,Maize,21.0,42.0,21.0,2041.5,,97214.28571428572,,1,0,14.529195879577552,,11.484683238519445,,2.0
Ростовская область,2008.0,Barley,13.0,36.4,13.0,2041.5,,157038.46153846153,,1,0,14.529195879577552,,11.96425240012672,,2.8000000000000003
Ростовская область,2008.0,Maize,21.0,73.5,21.0,883.0,,42047.619047619046,,1,0,13.691081612088286,,10.64658182413933,,3.5
Ростовская область,2008.0,Barley,25.0,37.5,25.0,883.0,,35320.0,,1,0,13.691081612088286,,10.472232966887884,,1.5
Ростовская область,2008.0,Maize,4.0,80.0,4.0,8789.1,,2197275.0,,1,0,15.989022989118029,,14.602728969329917,,20.0
Ростовская область,2008.0,Wheat,58.0,134.0,58.008658008658,1289.5,,22232.758620689656,,1,0,14.069765879797613,,10.009367071419511,,2.31
Ростовская область,2008.0,Maize,5.0,11.0,5.0,920.6,,184120.0,,1,0,13.732781996612788,,12.123348429156923,,2.2
Самарская область,2008.0,Barley,14048.0,6621.8,14059.023354564755,44.5,,3.167710706150342,,1,0,10.703266939811954,,1.4273668937289397,,0.471
Самарская область,2008.0,Wheat,2570.0,1209.8,2568.577494692144,44.5,,17.315175097276263,,1,0,10.703266939811954,,2.9077299565059223,,0.471
Самарская область,2008.0,Soybean,1122.0,863.1,1122.3667100130035,1242.2,,1107.1301247771837,,1,0,14.03239536413036,,7.010429301546202,,0.7690000000000001
Самарская область,2008.0,Wheat,3665.0,3244.7000000000003,2495.923076923077,1242.2,,338.93587994542975,,1,0,14.03239536413036,,5.828757011429385,,1.3
Самарская область,2008.0,Maize,788.0,10769.0,788.0140494658276,11.6,,14.720812182741115,,1,0,9.358846580275406,,2.754985451235214,,13.666
Самарская область,2008.0,Barley,3660.0,4683.7,3548.257575757576,11.6,,3.169398907103825,,1,0,9.358846580275406,,1.427771878443036,,1.32
Самарская область,2008.0,Wheat,842.0,1093.8,842.0323325635104,11.6,,13.776722090261282,,1,0,9.358846580275406,,2.6930531108326385,,1.2990000000000002
Самарская область,2008.0,Soybean,95.0,57.0,95.0,231.8,,2440.0,,1,0,12.35363452394233,,7.80016307039296,,0.6000000000000001
Самарская область,2008.0,Wheat,9000.0,10865.8,8630.500397140588,231.8,,25.75555555555556,,1,0,12.35363452394233,,3.2867421360984466,,1.259
Самарская область,2008.0,Wheat,13536.0,12611.5,10760.66552901024,231.8,,17.12470449172577,,1,0,12.35363452394233,,2.8972758967030434,,1.1720000000000002
Самарская область,2008.0,Maize,788.0,11403.6,787.9767827529022,127.0,,161.16751269035532,,1,0,11.751950239425476,,5.088629829945505,,14.472
Самарская область,2008.0,Soybean,555.0,208.7,555.0531914893618,127.0,,228.8288288288288,,1,0,11.751950239425476,,5.437334809368814,,0.376
Самарская область,2008.0,Wheat,410.0,469.2000000000001,410.13986013986016,127.0,,309.7560975609756,,1,0,11.751950239425476,,5.739008352277073,,1.144
Самарская область,2008.0,Wheat,4419.0,5382.6,4169.326103795507,327.8,,74.1796786603304,,1,0,12.700161995927848,,4.319880963856219,,1.291
Самарская область,2008.0,Maize,38.0,79.80000000000001,38.0,0.2,,5.2631578947368425,,1,0,5.303304908059076,,1.834684513945089,,2.1
Самарская область,2008.0,Barley,408.0,577.8000000000001,408.0508474576271,0.2,,0.4901960784313725,,1,0,5.303304908059076,,0.3989077075620053,,1.416
Самарская область,2008.0,Maize,70.0,1271.1,69.99834792664794,299.6,,4280.0,,1,0,12.610206868403342,,8.361941906144946,,18.159
Самарская область,2008.0,Soybean,400.0,427.0,399.812734082397,299.6,,749.0,,1,0,12.610206868403342,,6.620073206530356,,1.068
Самарская область,2008.0,Wheat,26132.0,46382.100000000006,26130.76056338028,299.6,,11.464870656666156,,1,0,12.610206868403342,,2.5229143404007184,,1.775
Самарская область,2008.0,Soybean,,467.1,568.2481751824818,102.7,,,,1,0,11.539577132967588,,,,0.8220000000000001
Самарская область,2008.0,Soybean,568.0,522.1,568.1175190424375,102.7,,180.8098591549296,,1,0,11.539577132967588,,5.2029614110481335,,0.919
Самарская область,2008.0,Wheat,2661.0,3730.8,2661.055634807418,102.7,,38.5945133408493,,1,0,11.539577132967588,,3.678690556662465,,1.402
Самарская область,2008.0,Barley,2723.0,3563.0,2724.006116207951,308.1,,113.14726404700696,,1,0,12.63818293027894,,4.737489404637817,,1.308
Самарская область,2008.0,Wheat,1566.0,3240.5,1566.2155630739487,308.1,,196.74329501915707,,1,0,12.63818293027894,,5.28696969972227,,2.0690000000000004
Самарская область,2008.0,Barley,5092.0,9566.3,4855.989847715736,1010.1,,198.36999214454045,,1,0,13.825560883817776,,5.295162355453322,,1.97
Самарская область,2008.0,Wheat,15914.0,26554.9,15882.117224880383,1010.1,,63.47241422646727,,1,0,13.825560883817776,,4.166237445906448,,1.672
Самарская область,2008.0,Maize,20041.0,47972.0,14197.099733649007,275.40000000000003,,13.741829250037425,,1,0,12.52598349635216,,2.690688980149308,,3.379
Самарская область,2008.0,Soybean,20.0,10.0,20.0,275.40000000000003,,13770.0,,1,0,12.52598349635216,,9.530320210727126,,0.5
Самарская область,2008.0,Wheat,2739.0,2742.0,2538.8888888888887,275.40000000000003,,100.54764512595838,,1,0,12.52598349635216,,4.620528098451347,,1.08
Самарская область,2008.0,Wheat,14502.0,22353.1,13572.009714632666,275.40000000000003,,18.9904840711626,,1,0,12.52598349635216,,2.995256363885077,,1.647
Самарская область,2008.0,Maize,500.0,955.1,500.0523560209424,261.3,,522.6,,1,0,12.473428278520132,,6.260728034035745,,1.91
Самарская область,2008.0,Wheat,4627.0,7173.0,4627.741935483871,261.3,,56.47287659390534,,1,0,12.473428278520132,,4.051313125102136,,1.55
Самарская область,2008.0,Wheat,11321.0,25060.4,11319.060523938571,261.3,,23.08099991166858,,1,0,12.473428278520132,,3.1814231441494534,,2.214
Самарская область,2008.0,Maize,419.0,5076.5,418.9914163090129,1011.3,,2413.603818615752,,1,0,13.826748178716036,,7.789290502366328,,12.116
Самарская область,2008.0,Wheat,1328.0,956.3,1328.1944444444443,1011.3,,761.5210843373494,,1,0,13.826748178716036,,6.6366301596892345,,0.7200000000000001
Самарская область,2008.0,Wheat,4044.0,1247.2,3849.382716049384,1546.9,,382.5173095944609,,1,0,14.251764132678746,,5.949384755628253,,0.324
Самарская область,2008.0,Wheat,7099.0,8593.300000000001,6902.248995983936,688.0,,96.91505845893788,,1,0,13.441545570402797,,4.584100352406234,,1.245
Самарская область,2008.0,Soybean,4191.0,4433.5,4190.453686200378,47.400000000000006,,11.309949892627058,,1,0,10.766398604507042,,2.5104078697272376,,1.058
Самарская область,2008.0,Barley,14966.0,26807.300000000003,14892.944444444443,47.400000000000006,,3.167178938928237,,1,0,10.766398604507042,,1.4272392934257634,,1.8
Самарская область,2008.0,Wheat,16303.0,35146.0,16263.76677464137,47.400000000000006,,2.9074403484021345,,1,0,10.766398604507042,,1.3628825172730112,,2.161
Самарская область,2008.0,Maize,578.0,2983.4,577.9542812863232,772.7,,1336.8512110726645,,1,0,13.55764744808416,,7.198820032017921,,5.162
Самарская область,2008.0,Wheat,908.0,829.3000000000001,908.3242059145672,772.7,,850.9911894273127,,1,0,13.55764744808416,,6.747576185728092,,0.913
Самарская область,2008.0,Soybean,70.0,39.1,69.94633273703042,3020.5,,43150.0,,1,0,14.920933269631892,,10.672460871214067,,0.559
Самарская область,2008.0,Soybean,,38.0,69.9815837937385,3020.5,,,,1,0,14.920933269631892,,,,0.543
Самарская область,2008.0,Wheat,5256.0,10391.2,4862.517547964436,3020.5,,574.6765601217656,,1,0,14.920933269631892,,6.355545975413865,,2.137
Самарская область,2008.0,Soybean,,508.8,449.867374005305,700.2,,,,1,0,13.459122715665064,,,,1.131
Самарская область,2008.0,Barley,4677.0,5855.900000000001,4021.9093406593406,700.2,,149.71135343168697,,1,0,13.459122715665064,,5.015366440762087,,1.4560000000000002
Самарская область,2008.0,Barley,19249.0,21901.9,17396.26687847498,731.7,,38.012364278663824,,1,0,13.50312723955152,,3.663878628671624,,1.259
Самарская область,2008.0,Barley,3786.0,8098.1,3785.9280037400654,51.2,,13.52350765979926,,1,0,10.843514342086866,,2.6757685545886014,,2.139
Самарская область,2008.0,Wheat,6389.0,13650.1,6319.49074074074,51.2,,8.01377367350133,,1,0,10.843514342086866,,2.1987538156219,,2.16
Самарская область,2008.0,Wheat,4463.0,8724.7,3921.213483146068,786.0,,176.11472103965943,,1,0,13.574713343675166,,5.176797664087865,,2.225
Самарская область,2008.0,Maize,3151.0,3501.5,2529.985549132948,383.8,,121.8026023484608,,1,0,12.857879468076051,,4.81057820725121,,1.384
Самарская область,2008.0,Barley,750.0,764.2,597.03125,383.8,,511.73333333333335,,1,0,12.857879468076051,,6.239755891954844,,1.2800000000000002
Смоленская область,2008.0,Wheat,141.2,278.805,138.02227722772278,65.7,,465.2974504249292,,1,0,11.09286942505702,,6.144823736128148,,2.02
Смоленская область,2008.0,Maize,150.0,450.0,50.0,161.9,,1079.3333333333333,,1,0,11.994740316298904,,6.9850249144734375,,9.0
Смоленская область,2008.0,Wheat,429.77,666.537,428.0905587668593,161.9,,376.7131256253345,,1,0,11.994740316298904,,5.934134980571661,,1.5570000000000002
Смоленская область,2008.0,Barley,1256.53,2275.6490000000003,1238.1115342763876,799.2,,636.0373409309766,,1,0,13.59136775756695,,6.456828273839914,,1.838
Смоленская область,2008.0,Barley,3.86,8.688,4.009229349330871,40.6,,10518.134715025906,,1,0,10.611547975828367,,9.260951231485476,,2.1670000000000003
Смоленская область,2008.0,Wheat,9.3,20.9,9.301290609701825,40.6,,4365.591397849462,,1,0,10.611547975828367,,8.38173798323886,,2.247
Смоленская область,2008.0,Barley,170.99,169.228,121.57183908045975,196.8,,1150.9444996783436,,1,0,12.189948344888194,,7.049206662732721,,1.392
Смоленская область,2008.0,Wheat,80.5,36.1,25.494350282485875,196.8,,2444.7204968944097,,1,0,12.189948344888194,,7.802095040255236,,1.416
Смоленская область,2008.0,Barley,71.14,76.83300000000001,149.48054474708172,4.800000000000001,,67.47258926061288,,1,0,8.476579508530941,,4.226433508404717,,0.514
Смоленская область,2008.0,Wheat,503.47,796.056,555.1297071129708,37.0,,73.48997954197867,,1,0,10.518700218288163,,4.31066461354697,,1.4340000000000002
Смоленская область,2008.0,Barley,55.39,124.666,55.40711111111112,7.0,,126.37660227477885,,1,0,8.853808274977197,,4.847148070657324,,2.25
Смоленская область,2008.0,Barley,48.35,53.29900000000001,81.87250384024578,5.800000000000001,,119.95863495346433,,1,0,8.665785595466064,,4.795448627260604,,0.651
Смоленская область,2008.0,Wheat,78.0,125.0,77.97878976918278,5.800000000000001,,74.35897435897436,,1,0,8.665785595466064,,4.322263020289271,,1.6030000000000002
Смоленская область,2008.0,Wheat,79.5,120.6,79.49901120632828,16.5,,207.54716981132077,,1,0,9.711176264112805,,5.340165249758834,,1.517
Смоленская область,2008.0,Wheat,531.2,1127.7,531.1822892133773,190.5,,358.6219879518072,,1,0,12.157412722878949,,5.885053446311597,,2.123
Смоленская область,2008.0,Wheat,772.28,1679.03,772.3229070837167,206.4,,267.260579064588,,1,0,12.237576157539047,,5.5919588180662165,,2.174
Смоленская область,2008.0,Barley,1433.42,3274.803,1377.1248948696382,552.8000000000001,,385.6511001660364,,1,0,13.222753360406465,,5.957522736430633,,2.378
Смоленская область,2008.0,Wheat,872.4,1612.4,872.5108225108224,263.7,,302.2696011004127,,1,0,12.48257116452228,,5.714622182504997,,1.848
Смоленская область,2008.0,Barley,752.72,1154.671,646.1505316172355,510.9,,678.7384419173131,,1,0,13.143931112647175,,6.521708079936337,,1.787
Смоленская область,2008.0,Maize,202.0,6287.5,202.00154211912871,339.1,,1678.7128712871288,,1,0,12.734053277091984,,7.426378147842398,,31.126
Смоленская область,2008.0,Wheat,786.0,2169.2000000000003,785.9420289855072,786.9000000000001,,1001.1450381679388,,1,0,13.575857725331772,,6.9098980198403295,,2.76
Смоленская область,2008.0,Maize,65.0,143.0,65.0,433.4,,6667.692307692308,,1,0,12.979418675419067,,8.80517906386997,,2.2
Смоленская область,2008.0,Wheat,306.9,557.5,306.82443588332416,433.4,,1412.1863799283155,,1,0,12.979418675419067,,7.253602277686152,,1.817
Смоленская область,2008.0,Wheat,2.3,5.2,2.299867315347192,11.5,,5000.0,,1,0,9.35018926709258,,8.517393171418904,,2.261
Удмуртская Республика,2008.0,Wheat,547.0,1428.1,546.9551895825355,1345.5,,2459.780621572212,,1,0,14.112276992366956,,7.8082339044315745,,2.611
Удмуртская Республика,2008.0,Barley,4721.66,4883.43,4722.852998065764,554.7,,117.47986936797652,,1,0,13.226184508817976,,4.774743067392904,,1.034
Удмуртская Республика,2008.0,Wheat,525.0,1710.0,525.0230273257599,2052.7000000000003,,3909.904761904762,,1,0,14.5346670448684,,8.271524023117866,,3.257
Удмуртская Республика,2008.0,Maize,68.0,880.0,68.00092728537207,511.8,,7526.470588235294,,1,0,13.145691156594154,,8.926314353106182,,12.941
Удмуртская Республика,2008.0,Wheat,4294.83,5375.416000000001,4293.463258785943,511.8,,119.1665327847668,,1,0,13.145691156594154,,4.788878553921184,,1.252
Удмуртская Республика,2008.0,Wheat,690.0,1959.1,690.0669249735822,403.5,,584.7826086956521,,1,0,12.907934245003815,,6.372948745826698,,2.8390000000000004
Удмуртская Республика,2008.0,Wheat,80.0,95.8,79.96661101836393,336.1,,4201.25,,1,0,12.72516698901374,,8.343375375113503,,1.1980000000000002
Удмуртская Республика,2008.0,Maize,1006.0,12474.7,1006.0241935483872,1231.1,,1223.7574552683895,,1,0,14.023419448917076,,7.110498107675817,,12.4
Удмуртская Республика,2008.0,Wheat,6342.43,9842.574,6341.86469072165,1231.1,,194.1054138555727,,1,0,14.023419448917076,,5.273539996375653,,1.552
Удмуртская Республика,2008.0,Barley,2705.21,4035.432,2704.7131367292227,230.0,,85.02112590150118,,1,0,12.345838935721968,,4.454592916103938,,1.492
Удмуртская Республика,2008.0,Wheat,80.0,51.0,79.9373040752351,3.2,,40.0,,1,0,8.071218539969863,,3.713572066704308,,0.638
Удмуртская Республика,2008.0,Wheat,3494.0,6691.700000000001,3494.360313315927,601.3000000000001,,172.0950200343446,,1,0,13.30685092008964,,5.153840692469328,,1.915
Удмуртская Республика,2008.0,Wheat,5279.0,5498.198,5271.522531160115,316.20000000000005,,59.89770789922333,,1,0,12.664133366307851,,4.109195536884788,,1.043
Удмуртская Республика,2008.0,Barley,2710.0,3436.3,2710.0157728706627,196.0,,72.32472324723247,,1,0,12.185875040240456,,4.294897840526115,,1.268
Удмуртская Республика,2008.0,Wheat,400.0,325.8,400.2457002457002,196.0,,490.0,,1,0,12.185875040240456,,6.19644412779452,,0.8140000000000001
Удмуртская Республика,2008.0,Maize,862.0,10244.0,861.9993268259844,451.8,,524.1299303944315,,1,0,13.020997096382338,,6.263645718437484,,11.884
Удмуртская Республика,2008.0,Wheat,1054.0,1659.9,1053.904761904762,451.8,,428.6527514231499,,1,0,13.020997096382338,,6.062977327609668,,1.5750000000000002
Удмуртская Республика,2008.0,Maize,130.0,693.0,129.99437253798536,34.7,,266.9230769230769,,1,0,10.454523783963513,,5.590699912904465,,5.331
Удмуртская Республика,2008.0,Barley,1171.0,1164.2,1170.0502512562814,34.7,,29.632792485055507,,1,0,10.454523783963513,,3.4220710849899723,,0.995
Удмуртская Республика,2008.0,Wheat,2924.52,2314.973,2919.2597730138714,34.7,,11.865194972166371,,1,0,10.454523783963513,,2.554525600859161,,0.793
Удмуртская Республика,2008.0,Wheat,4397.68,8325.249000000002,4393.271240105541,1035.6,,235.48780265958413,,1,0,13.850492492482848,,5.465896632223904,,1.895
Удмуртская Республика,2008.0,Maize,942.0,13759.0,942.0101328221278,1311.2,,1391.932059447983,,1,0,14.086454069071625,,7.239166199760497,,14.606000000000002
Удмуртская Республика,2008.0,Barley,16565.17,30249.692,16575.173698630137,1657.7,,100.0714149024731,,1,0,14.320942260658237,,4.615827345221521,,1.825
Удмуртская Республика,2008.0,Maize,240.0,2672.0,240.0071858438876,166.9,,695.4166666666666,,1,0,12.02515610124372,,6.545948140213436,,11.133
Удмуртская Республика,2008.0,Barley,2598.21,2781.936,2597.5126050420167,166.9,,64.2365320740048,,1,0,12.02515610124372,,4.178019619902265,,1.0710000000000002
Удмуртская Республика,2008.0,Wheat,50.0,56.6,50.0,166.9,,3338.0,,1,0,12.02515610124372,,8.113426639943654,,1.132
Удмуртская Республика,2008.0,Wheat,1047.04,1477.744,1047.3026222537208,78.7,,75.16427261613693,,1,0,11.273411140805074,,4.332892489436542,,1.411
Удмуртская Республика,2008.0,Maize,662.0,10596.0,662.001749343996,730.1,,1102.870090634441,,1,0,13.500938159718626,,7.006577548386429,,16.006
Удмуртская Республика,2008.0,Wheat,10.0,16.3,10.0,399.8,,39980.0,,1,0,12.898722202295934,,10.596159620247835,,1.63
Удмуртская Республика,2008.0,Maize,65.0,959.5,64.99796775504674,114.6,,1763.076923076923,,1,0,11.649211809228197,,7.475382842802436,,14.762
Удмуртская Республика,2008.0,Wheat,4484.32,3135.5580000000004,4422.507757404796,114.6,,25.555714132800517,,1,0,11.649211809228197,,3.279244946105514,,0.7090000000000001
Удмуртская Республика,2008.0,Maize,45.0,254.0,45.003543586109146,132.0,,2933.333333333333,,1,0,11.790564777297387,,7.984235562792796,,5.644
Удмуртская Республика,2008.0,Wheat,2271.05,2249.257,2262.834004024145,132.0,,58.122894696285854,,1,0,11.790564777297387,,4.079618238504317,,0.994
Удмуртская Республика,2008.0,Maize,330.0,2553.7000000000003,330.0206771775653,96.8,,293.3333333333333,,1,0,11.48041260378982,,5.684712911935851,,7.737999999999999
Ульяновская область,2008.0,Wheat,3294.0,4988.400000000001,2978.1492537313434,274.40000000000003,,83.3029751062538,,1,0,12.522345819142096,,4.434417156274197,,1.675
Ульяновская область,2008.0,Barley,2532.0,6566.8,2531.534309946029,977.2,,385.9399684044234,,1,0,13.792447641697168,,5.958269560595361,,2.5940000000000003
Ульяновская область,2008.0,Wheat,7308.0,17539.8,7308.25,977.2,,133.71647509578543,,1,0,13.792447641697168,,4.903172385482664,,2.4000000000000004
Ульяновская область,2008.0,Maize,369.0,4768.5,368.9932678170704,183.3,,496.7479674796748,,1,0,12.118884889350284,,6.210093859519946,,12.923
Ульяновская область,2008.0,Soybean,120.0,38.5,119.93769470404985,183.3,,1527.5,,1,0,12.118884889350284,,7.33204214133089,,0.321
Ульяновская область,2008.0,Wheat,1003.0,1565.7,1003.0108904548368,183.3,,182.75174476570288,,1,0,12.118884889350284,,5.213585633371419,,1.561
Ульяновская область,2008.0,Barley,1296.0,1048.2,1295.673671199011,148.0,,114.19753086419752,,1,0,11.90497430948018,,4.746648314561583,,0.809
Ульяновская область,2008.0,Wheat,10804.0,19106.3,10806.73076923077,1032.6,,95.57571269900038,,1,0,13.847591419856425,,4.57032728827143,,1.768
Ульяновская область,2008.0,Maize,520.0,5585.8,519.9962762986409,520.1,,1000.1923076923076,,1,0,13.161778302466487,,6.908946876440117,,10.742
Ульяновская область,2008.0,Wheat,20239.0,42693.0,20243.243243243243,1183.3,,58.46632738771678,,1,0,13.98381854846652,,4.085410226098016,,2.109
Ульяновская область,2008.0,Wheat,24293.0,81663.8,24290.243902439022,3288.0,,135.3476310048162,,1,0,15.005790339294414,,4.915207734771877,,3.362
Ульяновская область,2008.0,Maize,2333.0,8664.0,2332.794830371567,1395.8000000000002,,598.2854693527647,,1,0,14.148979001999953,,6.39573806113777,,3.714
Ульяновская область,2008.0,Barley,4801.0,11064.2,4800.086767895878,1395.8000000000002,,290.7310976879817,,1,0,14.148979001999953,,5.675832479652082,,2.305
Ульяновская область,2008.0,Maize,359.0,2220.7000000000003,358.9880375040414,351.90000000000003,,980.2228412256268,,1,0,12.771105165022036,,6.888799590981737,,6.186
Ульяновская область,2008.0,Barley,3003.0,5891.1,2806.6222010481183,351.90000000000003,,117.1828171828172,,1,0,12.771105165022036,,4.772232723700907,,2.099
Ульяновская область,2008.0,Wheat,9110.0,19308.5,8623.715944618132,351.90000000000003,,38.62788144895719,,1,0,12.771105165022036,,3.679532947508378,,2.2390000000000003
Ульяновская область,2008.0,Barley,431.0,299.0,430.83573487031697,13.8,,32.01856148491879,,1,0,9.53249633228804,,3.497069872579912,,0.6940000000000001
Ульяновская область,2008.0,Wheat,2721.0,3042.2000000000003,2721.109123434705,13.8,,5.071664829106946,,1,0,9.53249633228804,,1.8036328391473448,,1.118
Ульяновская область,2008.0,Maize,815.0,6991.900000000001,628.9942425332854,386.9,,474.7239263803681,,1,0,12.86592412533246,,6.164837699378268,,11.116
Ульяновская область,2008.0,Wheat,9533.0,19343.0,9533.267619517004,386.9,,40.585335151578725,,1,0,12.86592412533246,,3.7277475847225543,,2.029
Ульяновская область,2008.0,Barley,2590.0,3531.3,2590.829053558327,145.6,,56.21621621621622,,1,0,11.888625282853006,,4.046837358490641,,1.3630000000000002
Ульяновская область,2008.0,Barley,3364.0,4595.900000000001,3364.494875549048,97.4,,28.953626634958383,,1,0,11.486591756518374,,3.3996504068787248,,1.366
Ульяновская область,2008.0,Soybean,,169.4,330.859375,1266.5,,,,1,0,14.05176853800113,,,,0.512
Ульяновская область,2008.0,Wheat,9256.0,15509.3,9237.224538415723,1266.5,,136.83016421780468,,1,0,14.05176853800113,,4.92602223315746,,1.679
Ульяновская область,2008.0,Barley,8259.0,27125.5,8259.896467722288,1243.5,,150.5630221576462,,1,0,14.033441346407018,,5.021001526289719,,3.2840000000000007
Ульяновская область,2008.0,Maize,110.0,311.0,110.01061195613724,3214.9,,29226.36363636364,,1,0,14.983307122022662,,10.28286066027651,,2.827
Ульяновская область,2008.0,Barley,8890.0,22195.0,8490.818668706963,3214.9,,361.6310461192351,,1,0,14.983307122022662,,5.893385915502806,,2.6140000000000003
Ульяновская область,2008.0,Maize,203.0,1755.1,202.99560490400185,3120.1000000000004,,15369.950738916255,,1,0,14.953375931056582,,9.6402346914131,,8.645999999999999
Ульяновская область,2008.0,Wheat,22646.5,47323.5,22196.763602251405,3120.1000000000004,,137.77404897003953,,1,0,14.953375931056582,,4.9328470635175385,,2.132
Ульяновская область,2008.0,Maize,6307.0,18188.7,6306.761442441054,2961.6000000000004,,469.5734897732678,,1,0,14.901240558456635,,6.153952141883024,,2.8840000000000003
Ульяновская область,2008.0,Barley,8351.0,11712.5,8348.182466143977,2961.6000000000004,,354.6401628547479,,1,0,14.901240558456635,,5.873919441173056,,1.403
Челябинская область,2008.0,Barley,22884.0,30537.1,21719.13229018492,244.2,,10.671211326691138,,1,0,12.405746935654452,,2.4571252392572163,,1.406
Челябинская область,2008.0,Maize,1550.0,14315.0,1550.081212777477,533.7,,344.3225806451613,,1,0,13.187591036032105,,5.844478996538637,,9.235
Челябинская область,2008.0,Maize,995.0,5633.8,995.019427764041,493.5,,495.97989949748745,,1,0,13.109280164196072,,6.208549581611734,,5.662
Челябинская область,2008.0,Barley,7736.0,6629.5,7735.705950991832,493.5,,63.79265770423992,,1,0,13.109280164196072,,4.171192289905168,,0.8570000000000001
Челябинская область,2008.0,Wheat,100.0,24.0,100.0,493.5,,4935.0,,1,0,13.109280164196072,,8.504310565585223,,0.24
Челябинская область,2008.0,Wheat,44904.0,63605.3,44918.997175141245,461.4500000000001,,10.276367361482274,,1,0,13.0421311517734,,2.422709151781332,,1.416
Челябинская область,2008.0,Barley,9415.0,11641.3,8726.611694152924,250.5,,26.6064790228359,,1,0,12.431218191515056,,3.31805049237849,,1.334
Челябинская область,2008.0,Wheat,300.0,97.0,300.3095975232198,250.5,,835.0,,1,0,12.431218191515056,,6.728628613084702,,0.323
Челябинская область,2008.0,Wheat,95.0,19.0,95.0,61.900000000000006,,651.578947368421,,1,0,11.033291613631048,,6.4809321240134015,,0.2
Челябинская область,2008.0,Wheat,4303.0,5040.400000000001,4300.682593856655,500.6,,116.33743899604929,,1,0,13.123564655580692,,4.765053877761403,,1.1720000000000002
Челябинская область,2008.0,Wheat,200.0,43.1,200.4651162790697,500.6,,2503.0,,1,0,13.123564655580692,,7.825644732219989,,0.215
Челябинская область,2008.0,Wheat,81966.0,112658.9,81814.74219317357,302.90000000000003,,3.695434692433448,,1,0,12.62116129842949,,1.54659069462219,,1.377
Челябинская область,2008.0,Barley,1666.0,3146.7000000000003,1665.8020116463738,31.8,,19.087635054021607,,1,0,10.367253014814716,,3.000104454327731,,1.889
Челябинская область,2008.0,Maize,720.0,13488.2,719.9850539126721,399.1,,554.3055555555555,,1,0,12.896969796671373,,6.3195185127996325,,18.734
Челябинская область,2008.0,Wheat,200.0,513.0,200.0,26.010000000000005,,130.05,,1,0,10.16627480445489,,4.875578929769415,,2.565
Челябинская область,2008.0,Wheat,39575.0,55187.4,39560.86021505376,596.5,,15.0726468730259,,1,0,13.298836196964638,,2.7771188751487976,,1.395
Челябинская область,2008.0,Barley,17368.0,16224.8,16953.814002089865,730.74,,42.07392906494703,,1,0,13.501814366784066,,3.76291792000271,,0.957
Челябинская область,2008.0,Maize,1313.0,17862.0,1312.9961775948252,1454.6,,1107.8446306169078,,1,0,14.19024219417656,,7.011073878903453,,13.604
Челябинская область,2008.0,Wheat,9891.0,15779.5,9893.103448275862,1454.6,,147.0629865534324,,1,0,14.19024219417656,,4.997637768049071,,1.595
Челябинская область,2008.0,Barley,22131.0,30484.1,20994.559228650138,2563.6800000000003,,115.84112782974108,,1,0,14.756954674305913,,4.76081513024376,,1.452
Челябинская область,2008.0,Maize,1660.0,18934.0,1660.0035069261792,552.4,,332.7710843373494,,1,0,13.22202951079804,,5.810455381763556,,11.406
Челябинская область,2008.0,Soybean,120.0,36.0,120.0,552.4,,4603.333333333333,,1,0,13.22202951079804,,8.43475316803185,,0.3
Челябинская область,2008.0,Barley,7379.0,8294.800000000001,7379.715302491103,451.2000000000001,,61.14649681528663,,1,0,13.019668195475589,,4.129494449759642,,1.124
Челябинская область,2008.0,Maize,1323.0,12760.3,1322.9963711767757,468.9,,354.421768707483,,1,0,13.058146937726288,,5.873305165132002,,9.645
Челябинская область,2008.0,Soybean,,18.3,49.45945945945946,468.9,,,,1,0,13.058146937726288,,,,0.37
Челябинская область,2008.0,Soybean,50.0,18.3,50.0,468.9,,9378.0,,1,0,13.058146937726288,,9.14622842650894,,0.366
Челябинская область,2008.0,Barley,5204.0,8944.800000000001,5167.417677642981,468.9,,90.10376633358956,,1,0,13.058146937726288,,4.5119991462608215,,1.731
